GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
57088        3  145900122  146003966    208      13  7880       2.7001    0.0034655
57047        3  146099150  146248778    327      13  7724      0.37227      0.35485
5359         3  146222967  146297628    213      19  7825      0.85162      0.19721
389158       3  146284342  146359003    312      14  8071       1.5355      0.06233
7545         3  147092181  147144506     80      11  8149      -0.4347      0.66811
84107        3  147093835  147159596     94      12  8154     -0.44069      0.67028
185          3  148380658  148470790    181      14  7836     -0.90963      0.81849
1360         3  148473917  148587979    247      28  7818       1.3097     0.095151
1359         3  148548043  148624874    169       8  7768       0.5975      0.27509
2992         3  148674195  148755456    136      17  7627      0.59984      0.27431
6596         3  148737904  148839341    141       8  8085       1.0214      0.15353
84343        3  148812371  148901305    178      17  7931      0.66374      0.25343
1356         3  148870197  148974832    192      26  7659       0.2655      0.39531
116441       3  149026285  149086548    153      20  7874       1.3238     0.092781
4071         3  149076805  149130647    114      15  7681      0.80352      0.21084
7104         3  149157368  149231181    318      22  7607     -0.97349      0.83484
25937        3  149225022  149456060    443      44  7796      0.18852      0.42524
51122        3  149446257  149505287     70      11  7840      -1.0299      0.84846
389161       3  149468887  149545610     98      13  8056      -1.9119      0.97205
11342        3  149495475  149689926    166      12  8081      -1.7282      0.95802
5217         3  149672691  149723741     63       6  7992     -0.24382      0.59631
653659       3  149689448  149736153     64       7  8050     -0.16098      0.56395
9819         3  150091101  150187906    197      17  8052      0.65539      0.25611
83939        3  150229465  150313803    197      22  7842     -0.38736      0.65076
27230        3  150249780  150299428    110      12  7903       -0.514      0.69637
51714        3  150286066  150358234    158      16  8021     -0.71215      0.76181
131831       3  150367672  150456786    166      19  7654      0.72004      0.23575
6478         3  150448910  150516263     17       5  7158      0.23375      0.40759
7401         3  150633950  150725786    161      21  7470     -0.73725      0.76951
116931       3  150768452  151164465    608      30  7848      0.91941      0.17894
29909        3  150905537  150955997     82      12  7647      0.57231      0.28356
9934         3  150919905  151031996    191      14  7897       1.3341     0.091082
53836        3  151001874  151069636    122      10  8134       1.5327     0.062678
53829        3  151034096  151082337    104       9  8186       1.7851     0.037124
64805        3  151044631  151137600    220      19  8087      0.85782       0.1955
285313       3  151143778  151214272    170      13  7960     0.024051      0.49041
344752       3  151416704  151485556    187      16  7939     -0.90408      0.81702
13           3  151496769  151556276    237      19  7623     0.010746      0.49571
56670        3  151556431  151609876     81      13  7601       1.4851     0.068761
4154         3  151927120  152193569    297      18  7984     -0.67706      0.75081
645843       3  152047487  152093779     54       7  8042     -0.46936       0.6806
5028         3  152517736  152565845     46       3  7764      0.52875      0.29849
5912         3  152845001  152898413     40       6  7891     -0.14209      0.55649
152118       3  153167284  153230486    122      12  7540     -0.93725      0.82568
26084        3  153803792  153985616    326      13  7673      -1.1663      0.87825
170506       3  153983452  154077286    134      11  7836     -0.74658      0.77234
344758       3  154045461  154182504    216      20  7778      -1.0484      0.85278
4311         3  154762436  154911518    133      25  7666     -0.35706      0.63947
23007        3  155187670  155497878    553      18  7587      0.82033      0.20601
285315       3  155470401  155559076    116      10  7728       0.3724       0.3548
9197         3  155534300  155607248    103      10  7346       1.0654      0.14335
8833         3  155553325  155667150    232      11  7221      0.43216      0.33281
7881         3  155803337  156266927    696      42  7881       2.4932    0.0063296
6747         3  156247929  156307973    162      12  8071      0.54218      0.29385
25976        3  156357205  156434559    106      11  7779      0.84256      0.19974
389170       3  156508069  156773918    574      19  7459       1.2364      0.10816
57018        3  156854291  156913482     95       3  7789      -1.3417      0.91016
79674        3  156967531  157256415    551      22  7857      0.69571      0.24331
5806         3  157119580  157171417     90       8  7689        1.311     0.094932
152078       3  157226133  157405531    368      21  8002      -2.0295      0.97879
51319        3  157788690  158272624   1175      16  8130     -0.84945      0.80219
6474         3  157803800  157858952    108       6  8121      -1.1747      0.87995
4291         3  158253953  158334249    213      17  8128     -0.48629      0.68662
85476        3  158327286  158420361    281      10  8174     -0.57863      0.71858
56925        3  158374203  158425482    138       7  8132     -0.67642      0.75061
5918         3  158404892  158485642    192      15  8169      -1.3572      0.91265
100287290    3  158423178  158487966    147      12  8124      -1.2626      0.89663
64747        3  158484051  158557508    144      15  8099      0.34226      0.36608
654502       3  158752041  158994096    408      19  7889      0.17002       0.4325
100505385    3  158752041  159625155   1193      58  7853     -0.17393      0.56904
29970        3  158956036  159625155    847      52  7839     -0.17744      0.57042
3592         3  159671623  159723806    147      19  8051       1.0513      0.14657
401097       3  159908423  159956000     46       5  7517      0.29158       0.3853
57560        3  159964774  160153028    121       8  7851     -0.12092      0.54812
10051        3  160082078  160162755     60       5  7933     -0.20869      0.58265
286827       3  160143291  160202626     48       5  7895     -0.33089      0.62964
3840         3  160202783  160318376    105       6  7949     -0.21514      0.58517
80117        3  160359948  160406236     85       4  7820    -0.060216      0.52401
151742       3  160438996  160798817    497      20  7444      0.71404       0.2376
8706         3  160791671  160858160     92       6  7880       1.0943       0.1369
51068        3  160904050  160980082     68       7  7612       1.0802      0.14003
165679       3  161052580  161125662    119       8  7557      0.64998      0.25785
131149       3  161112389  161231740    213       8  8011     -0.74537      0.77198
6476         3  164686686  164831283    230       8  8133       0.1135      0.45482
22865        3  164892010  164949469     47       5  7855    -0.041302      0.51647
590          3  165480692  165590260    218      15  8015      0.83134      0.20289
79740        3  166948075  167133193    258      17  7897     -0.97147      0.83434
5276         3  167149577  167231732    168      11  7861      0.13834      0.44499
151790       3  167186289  167406747    216      16  7950      0.19358      0.42325
11235        3  167391692  167487693    109       5  8056     -0.12647      0.55032
5274         3  167418432  167553357    307      16  7918        0.721      0.23545
27333        3  167716457  167848712    299      14  7922     -0.14285       0.5568
2122         3  168791287  169416563   1144      74  7858      0.56875      0.28476
55892        3  169455619  169517504     44       3  7261     -0.40772      0.65826
84517        3  169474709  169522683     31       2  7247     -0.18804      0.57458
344657       3  169495658  169565561     77       5  7553      0.62183      0.26703
151827       3  169501216  169565574     76       5  7540      0.64593      0.25916
79782        3  169547029  169622723    141      12  7756      0.57743      0.28182
344658       3  169594360  169666963    135       7  7894      0.40326      0.34338
7095         3  169649580  169726161    112       7  7913     -0.32227      0.62637
26996        3  169720735  169813184    173      11  7790      0.36813      0.35639
80012        3  169795368  169934537    158       8  8017      0.59436      0.27614
5584         3  169905220  170033770    144      12  7947     -0.45139      0.67415
6498         3  170040473  170124637    101       6  7752  -0.00072277      0.50029
5010         3  170101653  170162479     52       5  7593      0.18451      0.42681
57709        3  170167342  170338863    270      25  7752     -0.11538      0.54593
200916       3  170572664  170623045     74       9  7978      0.64314      0.26007
56648        3  170596204  170661426     83       9  7887       0.3236      0.37312
6514         3  170704137  170779768    129       9  7903      -1.0205      0.84625
23043        3  170770292  171213197    742      69  7784      0.42924      0.33387
5337         3  171308195  171563284    501      19  7977      0.31665      0.37575
389177       3  171526139  171587108    117      16  7901     -0.98324      0.83725
64778        3  171722418  172128493    683      66  7540      0.57929       0.2812
2693         3  172151081  172201246    118      14  7567      -1.0778      0.85944
8743         3  172213298  172276297    194      21  7827     -0.68724      0.75403
57552        3  172338435  172464207    257      25  7705     -0.75503      0.77488
1894         3  172433425  172549264    165       8  8067         0.22      0.41294
83893        3  172597147  172894058    519      30  7819       1.6681     0.047652
22871        3  173080570  174014434   1504      84  7719     -0.61393      0.73037
254827       3  174542095  175533428   2332     126  7717     0.021101      0.49158
79718        3  176728542  176950048    345      19  7786       0.1356      0.44607
10242        3  178219086  178572217    921      39  8011       1.3761     0.084399
64393        3  178725011  178825067    142      15  7832      -1.5026      0.93354
5290         3  178831311  178962500    200      13  7884     -0.65147      0.74263
27094        3  178947537  179019838    225      22  7776     -0.13117      0.55218
51193        3  179006551  179063325    107      11  7909      0.32453      0.37277
55669        3  179030480  179121014    122      11  8072     0.094893       0.4622
59345        3  179103876  179204371    152      19  7489     -0.73418      0.76858
86           3  179245708  179316193     73       6  7844     -0.51544      0.69688
4711         3  179287575  179352288     79       4  7972     -0.38619      0.65032
57129        3  179296253  179357434     68       4  7873     -0.42292      0.66382
8975         3  179335933  179517189    291      24  7729      -1.2706      0.89806
51555        3  179502746  179789841    629      34  7880     -0.12259      0.54878
151613       3  180284918  180346120     35       4  7737     -0.48231      0.68521
339829       3  180321360  180432300     82       8  7858     -0.65534      0.74387
8087         3  180595096  180710541    125       6  7945      0.78661      0.21575
131118       3  180691497  180742562     47       3  7778      0.75496      0.22514
23200        3  182476291  182649423    276      10  7706      -1.6331      0.94878
54165        3  182650153  182738731     83       8  7415     0.077814      0.46899
56922        3  182723006  182852373    181      11  7676      0.62793      0.26503
27074        3  182830003  182915667    235      20  7539      -1.8967      0.97107
23101        3  182885831  183181031    574      38  7496       -1.086      0.86127
84002        3  182936032  183001179     37       3  7498      -1.9522      0.97454
89857        3  183195319  183308499    188      23  7589      0.28826      0.38658
54800        3  183318398  183412307    217       4  7912     -0.56968      0.71555
55689        3  183380587  183540413    241      13  7795      0.59232      0.27682
79929        3  183523664  183578393    132      13  7790      0.16677      0.43378
55486        3  183533522  183637693    290      16  7869      0.40481      0.34281
10057        3  183627722  183770803    302      15  7822      -1.0105      0.84387
200909       3  183714332  183767157    131      15  7691      -1.6216      0.94756
170572       3  183735835  183788461    134      20  7549      -1.5585      0.94044
285242       3  183779852  183834783    111      10  7576     -0.68898      0.75458
8893         3  183817810  183873099     85       9  7695      0.12903      0.44867
1857         3  183838099  183901314     80      10  7719      0.38678      0.34946
1173         3  183857634  183911879     68       6  7831      0.25046      0.40112
55324        3  183868863  183921795     77       7  7899      0.31799      0.37525
90113        3  183913317  183970117     68       7  7984      0.43483      0.33184
9718         3  183932445  184020819    113      10  7948      0.84122      0.20011
10195        3  183950117  184002313     64       6  8081      0.50561      0.30657
94032        3  183967003  184014251     61       8  7995      0.86692      0.19299
5708         3  183981886  184036842     69      11  7773       1.6589      0.04857
1981         3  183997283  184063146     63      10  7598       2.1812     0.014583
131408       3  184018717  184074063     46      10  7309       2.1587     0.015436
5437         3  184044502  184096383     52      13  7255      0.30029      0.38198
1181         3  184053973  184114439     48      12  7152     -0.64246      0.73971
8646         3  184062861  184117617     42      11  7191     -0.74726      0.77255
7066         3  184079773  184132368     62      10  7409     -0.66221      0.74608
2049         3  184244587  184310196    109      12  7081     -0.10937      0.54354
64110        3  184418155  184464836     67      10  7384       1.1228      0.13076
23355        3  184494925  184780402    303      14  7754      0.55088      0.29086
285382       3  184785838  184905802    273      16  7723       1.7311     0.041717
1962         3  184898412  185006886    120       9  7665       2.9181    0.0017608
9175         3  184965729  185216882    383      18  7839       1.8565     0.031693
90407        3  185197389  185251845     62       3  8165       1.3803     0.083741
200879       3  185215570  185305369     94       7  7931      0.91303      0.18061
59343        3  185265284  185358889    138       7  7803      0.17864      0.42911
10644        3  185351527  185577827    178      16  7714      -0.7309      0.76758
6434         3  185622356  185690924    132      17  7673      -0.6559      0.74406
2119         3  185754106  185861901    124      12  7405      0.17294      0.43135
1608         3  185842896  186115023    411      60  7533       1.1141      0.13262
1427         3  186246232  186298049     83       6  8048      -2.1898      0.98573
51726        3  186253467  186313589    106       6  8044      -2.3709      0.99113
55171        3  186253856  186323332    124       9  8037      -2.2248      0.98695
197          3  186295850  186349107    113      12  7888      -1.2246      0.88964
26998        3  186318758  186380797    132      16  7585      -1.1862      0.88224
3273         3  186348747  186406023    100      10  7430     -0.98853      0.83855
3827         3  186400098  186472199    268      17  7908     -0.16875        0.567
1974         3  186466361  186517686     76      15  7550      0.26051      0.39724
5984         3  186497681  186559484     96      12  7498      -0.6738      0.74978
9370         3  186525463  186586252    100      17  7264     -0.97962      0.83636
6480         3  186613315  186806341    489      59  7518      0.49639      0.30981
116832       3  186828741  186892263     68       4  7418       2.0361     0.020872
132112       3  186880274  186929253     80      12  7657      -0.3866      0.65047
5648         3  186923873  187044810    224      30  7811     -0.73536      0.76894
64108        3  187051168  187099372    111      14  7727     -0.66577      0.74722
6750         3  187376694  187423201    125      12  7963       0.2238      0.41146
344892       3  187406047  187455345    120       8  7846      0.20112       0.4203
604          3  187429165  187498513    112      15  7807      0.83412      0.20211
4026         3  187836097  188618460   1282     115  7504      0.34288      0.36584
285386       3  188782910  189051271    384      32  7662      0.74705      0.22752
8626         3  189313942  189625068    751      81  7639       -1.907      0.97174
55214        3  189664517  189875226    645      33  7678     -0.71537      0.76281
9076         3  190013490  190075235    193      24  7655      0.18464      0.42676
10686        3  190070661  190139932    196      19  8031     -0.48816      0.68728
131920       3  190136444  190202665    144      16  7941     -0.43984      0.66997
3556         3  190196840  190388856    321      43  7525       1.1711      0.12078
647309       3  190560526  190645190    121      11  7714       -1.275      0.89884
344901       3  190882039  190993404    330      15  7570     -0.38368      0.64939
257313       3  190974944  191083325    371      27  7589     -0.40352      0.65672
152137       3  191011874  191126459    406      21  7779      -0.6334      0.73676
152138       3  191143952  191189245    163      11  7854      0.82309      0.20523
2257         3  191847033  192480388    985      79  7469    -0.081292       0.5324
151963       3  192504604  192670950    306      14  7434      0.64988      0.25788
57110        3  192913030  193035102    191      13  8062      -1.1925      0.88346
344905       3  192982831  193131514    337      22  7676     -0.87082      0.80807
84239        3  193109866  193307810    316      25  7862    -0.016549       0.5066
4976         3  193275933  193425600    293       9  7949      0.38862      0.34878
3280         3  193818931  193866401     92      15  7083     -0.13979      0.55559
1370         3  194050494  194107063    178      15  7216     -0.29602      0.61639
131578       3  194065976  194125472    188      16  7249     -0.37865      0.64753
2814         3  194105550  194154995     82       7  7431     -0.95727      0.83078
79572        3  194113403  194223968    116       9  7233     -0.97215      0.83451
93109        3  194298402  194389150    277      19  7331     0.048435      0.48068
55341        3  194351517  194428206    231      15  7667      0.25931       0.3977
131583       3  194371622  194419766    177      10  7853      0.44641      0.32765
152002       3  194779008  195026895    409      27  7421      0.85283      0.19688
23527        3  194985465  195198817    262       7  7417     -0.81809      0.79335
5504         3  195231221  195305224     57       5  6337     -0.63966       0.7388
347          3  195285573  195346076      4       1  6591     -0.38038      0.64817
200958       3  195381293  195477004      1       1  7673       -1.042       0.8513
4585         3  195463636  195574148    176      15  7371     -0.29327      0.61534
10188        3  195580235  195670880    113      16  7248      -1.4413      0.92525
7037         3  195766155  195844032    189      13  7435     -0.58765      0.72162
200931       3  195908383  195970301    200      25  7556      -1.2632      0.89674
131540       3  195914323  195973308    199      25  7589      -1.4206      0.92229
5130         3  195951239  196049623    221      14  7933    -0.098641      0.53929
255758       3  196008090  196080165    156      14  7936      0.79212      0.21415
116211       3  196040417  196100291    102      13  7853       1.1666      0.12168
26043        3  196069745  196194411    142      13  7775       1.0424      0.14861
165918       3  196185654  196265639    181      12  7602      0.84166      0.19999
255798       3  196223750  196277237    132       7  7505       0.1913      0.42415
200933       3  196260725  196325930     97       7  7624     -0.18786      0.57451
348793       3  196271024  196330627     75       9  7440     0.043435      0.48268
375387       3  196331656  196398875    129      19  7378      -1.9204       0.9726
54965        3  196404234  196472878    128      11  7535      -1.1337      0.87155
84984        3  196423144  196474131    118       9  7616      -1.2371      0.89197
5062         3  196431728  196569518    288      16  7607     -0.54077      0.70567
205564       3  196559727  196671585    174      14  7619      -1.1595      0.87687
22916        3  196652273  196704464     84      14  7113      0.27571      0.39139
80235        3  196663214  196730742     95      18  6976       1.6873     0.045772
4241         3  196718611  196791687     90      15  7537       2.2819     0.011248
1739         3  196759431  197061171    584      21  7793      0.87569       0.1906
622          3  197226654  197335194    265      22  7433       1.1865      0.11772
9711         3  197388259  197511568    117       6  7846       0.6732      0.25041
84248        3  197441424  197521317     82       6  7823      0.79001      0.21476
84859        3  197483112  197625307    136      11  7662      0.51487      0.30332
84223        3  197605946  197721982    191      11  7728      0.65452      0.25639
6165         3  197642023  197692722     84       4  7811      0.75353      0.22557
89782        3  197652071  197780591    194      12  7666      0.71501       0.2373
152687       4      18227      98099     44       4  7671     -0.65756      0.74459
255403       4      89420     166491     87       6  7808      0.71035      0.23875
654254       4     254464     334110    112      10  7710      0.20367      0.41931
7700         4     296417     380076    156      10  7826      0.77812      0.21825
170960       4     423773     527960    178      12  7920      0.82647      0.20427
54872        4     457989     543320    210       9  7947      0.16494      0.43449
5158         4     584363     674681     69       3  7075      0.86116      0.19457
4636         4     634717     685822     38       2  7137       1.0113      0.15594
521          4     656225     703127     19       4  7063       1.6105     0.053646
84179        4     659992     718257     38       6  7284       1.6169     0.052951
10336        4     664537     774428    180      19  7745       1.1133      0.13279
10815        4     768745     854945    281      23  7850      0.39999      0.34458
2580         4     833065     961174    261      18  7838     -0.68043      0.75188
84286        4     891175     962444    111      11  7812     -0.84364      0.80057
1609         4     942672    1002348     99      14  7522     -0.53266      0.70287
3425         4     945785    1008317    102      14  7496     -0.57565      0.71758
10861        4     962861    1022228     99      13  7278     -0.21616      0.58557
53834        4     969712    1030686     98      14  7164    -0.092185      0.53672
285498       4    1040039    1142352    299       9  7900     -0.53602      0.70403
10417        4    1150720    1237750    119      12  7766     -0.25752      0.60161
101928548    4    1183923    1230046     61       6  7686    -0.088738      0.53535
1487         4    1195228    1277908    137       8  7717      0.25276      0.40023
10296        4    1248642    1343925    182       7  7431      0.70159      0.24147
57654        4    1306043    1391837    172      10  7453      0.46681      0.32032
101928621    4    1307222    1354906    101       7  7323      0.59706      0.27523
285464       4    1350340    1399782    100       7  7523      0.35548      0.36112
152877       4    1631608    1720988    202      13  7753       2.2248     0.013048
7884         4    1684527    1749421    199      12  7760      0.57957       0.2811
10460        4    1688217    1756905    203      12  7701      0.61175      0.27035
92305        4    1707679    1758084    175      11  7643      0.52491      0.29982
2261         4    1760039    1820599     10       3  6908       1.7078     0.043833
3954         4    1803206    1892974      5       2  6479       0.0619      0.47532
7468         4    1838123    1993934     20       5  6947      0.18186      0.42785
7469         4    1974441    2045962     38       2  7132      0.49663      0.30973
401115       4    2008720    2055697     14       2  6670      0.24344      0.40383
339983       4    2026239    2080816     15       1  6931     -0.83029      0.79681
353497       4    2063645    2278848    280       6  7115      0.20854       0.4174
79441        4    2220096    2278860     60       5  7003      0.30423      0.38048
10608        4    2239160    2298739     66       7  6868       0.2287      0.40955
57732        4    2261324    2455370    561      35  7669       1.2428      0.10697
402160       4    2385701    2474690    302      22  7807      0.54338      0.29344
6047         4    2435795    2527586    159      20  7590      -1.0508      0.85333
8603         4    2592159    2744302    161       9  7953     -0.68121      0.75213
79155        4    2733387    2793103    105      13  7393      -1.1447      0.87384
6452         4    2759750    2852823    160      21  7130      -0.3664      0.64296
118          4    2810454    2941803    156      17  7585       1.1222      0.13089
10227        4    2922288    2971586     71       7  7742       0.6711      0.25108
8602         4    2929663    3000233    119       5  7880    0.0077868      0.49689
2868         4    2930232    3052474    208       9  7842     0.060753      0.47578
3064         4    3041408    3255687    258      15  7839       1.8757     0.030347
345222       4    3215766    3283465    141      11  7573       2.4703    0.0067507
6002         4    3280874    3451640    269      23  7599      0.53242      0.29722
3083         4    3408702    3461214     81      14  7420      0.77767      0.21838
285489       4    3430033    3513203    248      27  7515     -0.55856      0.71177
4043         4    3495324    3569224    170      13  7919        -1.36      0.91308
152          4    3733296    3780253     40       8  7034      0.21797      0.41373
133060       4    4180530    4263621    214      18  7249       0.8011      0.21154
85013        4    4227269    4284965    182      16  7151        1.003      0.15793
166793       4    4256924    4333513    230      16  7561        1.375     0.084558
55646        4    4259428    4326896    198      14  7614         1.39     0.082263
27065        4    4352983    4430785    162      20  7489        0.551      0.29082
53407        4    4410695    4578775    273      10  7642    -0.021255      0.50848
4487         4    4826392    4875663    167      24  7223       1.0424       0.1486
54360        4    5006313    5056197     84      11  7319      0.54575      0.29262
55351        4    5018527    5512728    948      79  7563      -1.9366       0.9736
132884       4    5534531    5746275    540      40  7400     -0.50019      0.69153
2121         4    5677924    5826031    553      50  7555       1.0426      0.14856
1400         4    5812491    5929785    284      31  7526     -0.57652      0.71787
389197       4    5889318    6027175    526      48  7636     -0.82416      0.79508
152789       4    6016661    6237318    333      53  7334     -0.86523      0.80654
7466         4    6236577    6314992    189      11  7531       1.1635      0.12231
5522         4    6312305    6600327    624      57  7389      -1.2907      0.90159
23324        4    6541902    6634188     90      13  7204     -0.24104      0.59524
93621        4    6606818    6654472     76      13  7060       1.5823     0.056789
6286         4    6660566    6708897     90      11  7078       1.7725     0.038159
55330        4    6682842    6729387     49      10  6644       1.4598     0.072168
114932       4    6699428    6746606     56      12  6661     -0.77604      0.78114
9778         4    6749459    6895899    171      26  7262      0.69886      0.24232
57533        4    6876171    7044845    360      17  7861   -0.0021319      0.50085
93624        4    7010156    7069679    115      11  7876     -0.82956      0.79661
257236       4    7032576    7079728     78       6  7628     -0.78229      0.78298
80273        4    7051780    7104800     91       7  7538     -0.61812      0.73175
57537        4    7159374    7754564   1787     155  7353      0.53507       0.2963
768239       4    7422021    7471700    181      30  7442       1.6818     0.046299
60312        4    7750440    7976653    841      33  7614      -1.5471      0.93908
389199       4    7905734    7952023    158      15  7506      -1.0582      0.85501
84448        4    7957037    8195559    501      73  7279       1.2051      0.11408
54436        4    8166060    8252830    115      16  6940     -0.36568       0.6427
94031        4    8236487    8318838    177      20  7186     -0.34495      0.63493
8310         4    8358009    8477452    226      21  7985     -0.71196      0.76176
152992       4    8407532    8488282    102       9  8064     -0.40355      0.65673
27201        4    8546964    8601750    100      17  7216      0.52389      0.30018
8532         4    8559387    8631488    156      16  7120      0.70432      0.24062
728419       4    9329855    9376447     24       1  6602       1.7184     0.042865
100133128    4    9365867    9415291     65       2  6877        1.035      0.15035
644414       4    9411260    9462240      8       1  8053       0.4939      0.31069
101928948    4    9498585    9619872     21       1  6045      0.84845      0.19809
1816         4    9748258    9795633     60       4  7009     -0.59082      0.72268
56606        4    9817848   10076872    792      14  7813     -0.27128      0.60691
9948         4   10065963   10153612    407      17  7895      0.27627      0.39117
85460        4   10431497   10494032    113      11  7813      -0.2219      0.58781
116449       4   10481838   10721386    648      29  7849      0.70709      0.23976
9957         4   11389988   11466255    162      23  7616       1.2585      0.10411
9364         4   13333863   13520989    108       6  7626     -0.60406       0.7271
579          4   13532454   13581114     64       7  7126       1.5424     0.061493
259282       4   13560362   13664334    155       9  7778       1.2191      0.11141
132864       4   14969298   15081777    103       8  7655        1.065      0.14344
114905       4   15306560   15457791    227      15  7599      0.66918      0.25169
57545        4   15436489   15613594    265      19  7903      -1.4306      0.92373
26234        4   15596007   15696487    227      14  8106      -1.4883      0.93166
285550       4   15648352   15702070    113      10  8080      -1.4557      0.92726
683          4   15669573   15751121    164      15  7844      -1.4056      0.92007
952          4   15744921   15860706    210      17  7796      0.43266      0.33263
9982         4   15927192   15975363    128      16  7963      0.21363      0.41542
83888        4   15951863   15999859    116      18  7853      0.27982      0.38981
8842         4   15959849   16120723    354      45  7692      0.84306       0.1996
202018       4   16152128   16263161    264      18  7959      -1.2708      0.89809
9079         4   16493164   16935424    744      73  7653     -0.60905      0.72875
5860         4   17478016   17548857    169      19  7401       -1.338      0.90956
645104       4   17481788   17538727    126      13  7579      -1.2858      0.90074
51056        4   17543927   17619590    149       5  7766     -0.11246      0.54477
80306        4   17581273   17636160    103       2  8002      0.29354      0.38456
27146        4   17623696   17818135    324      11  7806      0.45511      0.32451
64151        4   17777436   17856488     92       4  7901     -0.48107      0.68477
54876        4   17792278   17847386     65       3  7905     -0.34601      0.63533
254251       4   17834839   18058483    306       7  7876     -0.63004      0.73566
9353         4   20219566   20632184    672      67  7694      0.50991      0.30506
133015       4   20667036   20739980    174      14  7979      0.40321       0.3434
80333        4   20720234   21985424   3083     129  7862    -0.048309      0.51927
166647       4   22378997   22552677    374      33  7674      0.16291      0.43529
57733        4   22659537   22831198    225      21  7790       1.3487     0.088716
10891        4   23783644   24509394   1302      98  7748      -0.8956      0.81477
1665         4   24519087   24621184    151      14  8013     0.056698      0.47739
6649         4   24762085   24812467     49       7  7652      0.12295      0.45107
91050        4   24797739   25016826    470      39  7875     -0.47635      0.68309
55203        4   24990471   25067414    234      30  7585     0.032771      0.48693
51091        4   25111627   25197204     84       9  7909      0.62897      0.26469
55300        4   25200653   25290831    147      13  7806      0.59859      0.27472
29063        4   25279396   25384190    217      17  7827    -0.010893      0.50435
29945        4   25343848   25430120    156       9  7797       1.0495      0.14698
10568        4   25621853   25690735     63      12  6602      -1.2982      0.90288
23231        4   25739049   25899647    286      37  7548      0.27779      0.39058
389203       4   25880528   25941501    120      13  7886     -0.43463      0.66809
3516         4   26130077   26446753    367      35  7658       1.2672      0.10255
886          4   26473018   26527042    141      16  7658      0.79254      0.21402
55296        4   26550546   26768232    124       2  7714      0.33497      0.36882
57620        4   26824329   27037003    241      17  7694     0.047323      0.48113
5099         4   30686951   31158423    785      34  7825     -0.98633      0.83802
116984       4   36057620   36280979    307      19  7796      0.29354      0.38455
401124       4   36248237   36356407    198      23  7873     -0.89401      0.81434
57495        4   37211690   37461087    577      50  7762     -0.86404      0.80622
55286        4   37420552   37605132    565      44  7701     -0.70677      0.76015
768211       4   37582422   37722999    277      31  7661     -0.50922       0.6947
55276        4   37793282   37874559    253      10  7739       1.1104      0.13342
23216        4   37854606   38150796    646      58  7755      0.62657      0.26547
10744        4   37927056   37972631    111      15  7692       1.1386      0.12744
51274        4   38630790   38713129    153      17  7791      -1.6018       0.9454
81793        4   38763860   38819611    160       8  7588    -0.082741      0.53297
7096         4   38787876   38841814    112       6  7749     -0.49561      0.68991
10333        4   38815325   38893438    201       7  7980     -0.32996      0.62928
92689        4   38834354   38957365    334      16  7842      0.18772      0.42555
80008        4   38958052   39069041    287      22  7679     -0.53126      0.70238
51088        4   39011308   39137853    324      10  7905     0.021198      0.49154
57728        4   39149024   39297430    217       6  8069      -1.6062      0.94589
5981         4   39279069   39403001    151       7  8022     -0.63899      0.73859
152831       4   39373473   39463153    185      22  7830     0.080111      0.46807
11019        4   39425644   39489273    202      19  8001     -0.34513        0.635
6133         4   39445744   39495568    167      14  8075      -0.3582       0.6399
7358         4   39490375   39564218    145      16  7476      -1.4036      0.91978
201895       4   39538917   39675481    201      23  7732     -0.50105      0.69183
3093         4   39664664   39794412    290      14  8058     -0.27227      0.60729
23244        4   39814483   40014576    397      21  8031      0.08567      0.46586
55728        4   40023524   40169872    305      19  7874      0.49761      0.30938
399          4   40157631   40256384    160      31  7214       1.5274     0.063327
55584        4   40302346   40367234    214      17  7650     -0.76734      0.77856
54502        4   40415272   40667958    396      55  7375      0.79022       0.2147
79730        4   40716914   40822002    177      18  7601      -0.9984      0.84096
323          4   40802044   41253731   1061      72  7791      0.94832      0.17148
7345         4   41223898   41280446    144      15  7599       0.9075      0.18207
22998        4   41327802   41712061    665      47  7732      0.25163      0.40066
8929         4   41736099   41785987    147      11  8116       2.3052     0.010578
55161        4   41902137   41972824     52       4  7642      0.84283      0.19966
285429       4   41948713   41998484     45       4  7458       0.4564      0.32405
10463        4   41957516   42099551    260       3  7795      0.61494       0.2693
389206       4   42102870   42189895    146       8  7281       1.2659      0.10277
152573       4   42364856   42414504    133      12  7835      -1.6456      0.95008
10396        4   42400390   42694122    650      26  7903      -1.1244      0.86959
389207       4   42860283   43042675    357      25  7948     -0.19395      0.57689
386617       4   44165920   44485824    496      36  7795      -1.2061      0.88611
285525       4   44614354   44688658    193       9  8005       1.1471      0.12567
60558        4   44645433   44712944    148       6  7762      0.91622      0.17978
132789       4   44684190   44763651    134       5  7240      0.50191      0.30787
2565         4   46027786   46161082    163       4  8187      0.11725      0.45333
2555         4   46236470   46427056    255      10  7954       2.0773     0.018886
170712       4   46726844   46946252    408      15  8028     -0.85323      0.80323
2557         4   46910917   47031424    271      15  8038      -0.5614      0.71274
2560         4   46998295   47442801    754      41  7881      0.96386      0.16756
54951        4   47442815   47500676     91      10  7867      -0.4564      0.67595
57205        4   47452296   47605503    379      34  7907     -0.73468      0.76873
10699        4   47586015   47875395    577      25  7880     -0.54985      0.70879
