GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
8349         1  149846010  149893232     41       2  7347     -0.59425      0.72383
317772       1  149849019  149894466     43       2  7396      -0.6064      0.72787
9900         1  149864870  149924434     63       3  7731      -1.1875      0.88249
10262        1  149885209  149936449     44       3  8049      -1.3486      0.91127
10903        1  149890543  149943791     44       3  8078      -1.3631      0.91358
56957        1  149902229  150017686    121       8  8074      -1.3077      0.90451
11311        1  150004350  150127505    144       2  7801      -0.2317      0.59161
51177        1  150087170  150141825     63       2  7612      0.18829      0.42533
81611        1  150180717  150243504     63       5  7919     -0.51166      0.69556
23632        1  150194554  150247478     50       5  7870     -0.69034      0.75501
79630        1  150209687  150263335     54       6  7903      -1.1791      0.88083
148523       1  150219930  150269505     55       6  7881       -1.513      0.93486
51107        1  150227799  150276609     65       6  7697      -1.9548       0.9747
54460        1  150231262  150291414     98       8  7572      -2.3066      0.98946
9129         1  150258928  150335704    168      10  7496      -2.3835      0.99143
23248        1  150301624  150459042    385      11  7941      -1.9294      0.97316
80222        1  150424840  150490085    161       9  8032      -1.8892      0.97057
1893         1  150445487  150496265    115       8  7945      -1.7357      0.95869
54507        1  150486846  150543413     62      12  7685      -1.0743      0.85865
4170         1  150537027  150587214     50       6  7464      -0.3473      0.63582
2029         1  150584599  150637098     59       5  7918      -1.0392      0.85064
55204        1  150608701  150704672    166       5  7944      -1.2531      0.89492
84072        1  150660535  150728372    101       4  7821      -1.0015      0.84172
1520         1  150692672  150773433     79       5  7815      -1.2931      0.90201
1513         1  150758684  150815917     45       5  7493      -1.2968      0.90265
405          1  150772181  150884244     97       6  7473      -1.4272      0.92325
9869         1  150863815  150947389    101       6  7921      -1.4714      0.92941
8416         1  150919499  150978114     86      10  7841      -1.0902      0.86218
29956        1  150927649  150982479     78      10  7848      -1.0469      0.85242
58497        1  150945867  151018189    111      16  7779     0.021956      0.49124
55793        1  150959213  151015854     87      13  7708      0.32721      0.37176
149428       1  150974029  151030076     70      12  7743      0.49894      0.30891
54964        1  150985259  151033896     64      10  7771      0.62498      0.26599
10962        1  150997151  151050973     65       8  7787      0.56719      0.28529
126626       1  151007784  151101007     92       6  7818      0.22414      0.41132
56882        1  151013447  151067125     54       5  7730      0.21983        0.413
79626        1  151094095  151142731     46       6  7819     -0.19175      0.57603
100534012    1  151094105  151152773     49       7  7797     -0.25536      0.60078
10500        1  151094161  151154146     50       7  7808     -0.29602      0.61639
79005        1  151103482  151152773     46       7  7793     -0.18341      0.57276
388695       1  151122224  151173424     27       6  7674     -0.88295      0.81137
29765        1  151132463  151183547     29       4  7679      -1.2149      0.88781
8394         1  151136021  151232007     63       5  7829      -1.5665      0.94138
6944         1  151138776  151197689     36       4  7870      -1.5932      0.94444
5710         1  151192176  151249955     43       3  7773      -1.3998      0.91921
57592        1  151219094  151274381     35       4  7472       -1.456       0.9273
5298         1  151254273  151335191     58       4  7722      -1.3819      0.91649
5993         1  151303116  151354785     50       6  7744      -1.0737      0.85851
8991         1  151326778  151380210     47       7  7595     -0.47403      0.68226
5692         1  151337041  151384412     33       5  7359      0.20971      0.41695
23126        1  151365200  151480753     96       4  7178      0.67586      0.24956
57530        1  151448331  151521168     61       7  7111       0.2671       0.3947
7286         1  151477781  151566059    109      14  7352     -0.53062      0.70216
81609        1  151549454  151681559    128      10  7502     -0.79878      0.78779
284485       1  151659013  151712082     60       6  7388     -0.82013      0.79393
11189        1  151662534  151724290     76       8  7493      -1.0019      0.84179
51686        1  151700445  151753806    102       8  7612      -1.8009      0.96414
65005        1  151722119  151771040    105       7  7595      -2.0582      0.98021
11022        1  151732741  151798052    122      10  7475      -2.4052      0.99192
339398       1  151762765  151812882     69      11  7372      -2.3869       0.9915
6097         1  151768547  151839348    107      16  7567      -1.0452      0.85203
100191040    1  151800339  151848033     81      11  7719     0.083506      0.46672
284486       1  151808220  151861173     88       9  7790      0.30299      0.38095
117145       1  151833342  151917361    145       7  7936      0.28759      0.38683
6281         1  151945386  152001714    100       7  7903      -1.4814      0.93075
6282         1  151994982  152044511     30       5  7650       1.2403      0.10742
100131107    1  152042033  152088058     16       3  7538      0.89814      0.18456
126637       1  152046620  152096540     16       3  7530      0.53878      0.29502
7062         1  152068793  152122930     20       4  7597      0.43999      0.32997
126638       1  152116071  152166704     43       7  7652     -0.52577      0.70048
388697       1  152174552  152231672    105       3  6923     -0.60792      0.72838
2312         1  152264651  152332679     89       3  7245      -0.3093      0.62145
388698       1  152311213  152367482     61       2  7524      -0.1541      0.56123
49860        1  152371719  152421750     91       6  7653      -1.0039      0.84228
254910       1  152448320  152494653     52       4  7689       0.2696      0.39373
54544        1  152451978  152498481     55       3  7814      0.21149      0.41625
353145       1  152528175  152574229     48       6  7798     -0.89492      0.81458
353144       1  152538138  152583562     20       4  7638     -0.86608      0.80678
84648        1  152541860  152587980     18       3  7866      -1.5835      0.94335
353143       1  152551287  152596574     52       4  8147      -1.3236      0.90718
353142       1  152585310  152630579    158       7  7985      -1.5731      0.94215
353141       1  152600887  152647135    110       5  7836      -1.4094      0.92065
353140       1  152612791  152659050     83       5  7782      -1.4397      0.92502
26239        1  152623599  152669877     80       5  7555      -1.4879      0.93161
353139       1  152635840  152681918     79       5  7604      -1.3891      0.91759
199834       1  152646523  152691910     90       5  7723      -1.6528      0.95082
100129271    1  152656998  152702905    116       5  7910      -2.0371      0.97918
448834       1  152695506  152744529     75       4  7911     -0.82046      0.79402
353137       1  152713848  152759445     89       5  7769      -0.5698      0.71559
353135       1  152723753  152770902     87       5  7714     -0.57778      0.71829
353134       1  152734227  152780657     94       7  7735     -0.89543      0.81472
353132       1  152749447  152795585     75       6  7720     -0.91685      0.82039
353131       1  152764949  152810573     41       5  7836       -1.066      0.85678
353133       1  152767311  152814107     41       5  7836       -1.066      0.85678
448835       1  152780330  152826459     10       3  7559      -0.5915      0.72291
4184         1  152815798  152867523     18       4  7376     0.041908      0.48329
3713         1  152846039  152894362     47       5  7313      0.35703      0.36054
163778       1  152908128  152955069     70       6  7723    -0.022493      0.50897
6698         1  152921564  152968290    101       5  7934     -0.12397      0.54933
6707         1  152939223  152986332    156       3  7943   -0.0085766      0.50342
6699         1  152968679  153015376    195       3  7912      0.15953      0.43663
6703         1  153002201  153048594    150       4  7648      0.23693      0.40636
6700         1  153018596  153064988    119       6  7401      0.23369      0.40761
6701         1  153032717  153079084    102       6  7323      0.24516      0.40317
6704         1  153055611  153102001     50       8  7379    -0.048715      0.51943
6705         1  153074612  153120989     43       4  8039     -0.48576      0.68643
6706         1  153112058  153158427     72       4  7999     -0.29223      0.61495
149018       1  153140906  153187601     66      10  7701     -0.46957      0.68067
574414       1  153155060  153201793     97      10  7764      -1.2007      0.88507
4014         1  153197179  153244600    148      13  7914      0.61826       0.2682
114771       1  153260338  153318194    144       8  8066     -0.35363      0.63819
57115        1  153292596  153356039    185      12  8137      -1.0704      0.85777
6280         1  153295330  153343503    149       9  8104     -0.82134      0.79427
6283         1  153336184  153383075     82       2  8070     -0.94843      0.82855
6279         1  153352508  153430054    128       7  7947     -0.30841      0.62111
338324       1  153354000  153405701     86       3  7856     -0.14359      0.55709
645922       1  153399471  153447503     77       7  8055     0.045986      0.48166
6278         1  153420220  153471559    102       6  7972     -0.46639      0.67953
6277         1  153497076  153543717      1       1  7058       -1.133       0.8714
6276         1  153499623  153550772      1       1  7058       -1.133       0.8714
6275         1  153506095  153553282      1       1  7058       -1.133       0.8714
6274         1  153509805  153556734      1       1  7058       -1.133       0.8714
6271         1  153565873  153614513     41       2  6991       1.4168     0.078278
140576       1  153569362  153620514     47       2  7133       1.4041     0.080145
26097        1  153571458  153628782     51       2  7211        1.384     0.083178
57402        1  153576731  153623808     49       2  7162       1.3929     0.081826
6284         1  153581275  153641582     66       3  7391       1.3655     0.086053
23557        1  153596130  153644328     53       3  7574       1.3981     0.081041
4881         1  153616093  153676468     56       5  7721      0.94277       0.1729
3608         1  153624264  153678504     52       5  7617      0.84358      0.19945
65123        1  153665526  153756555     97       8  7507       1.5633      0.05899
11000        1  153711830  153762633     51       7  7742       2.1222      0.01691
57459        1  153767201  153930451    170       7  7787       1.3601     0.086901
9909         1  153891977  153954162     55       3  7982        1.543      0.06142
148327       1  153905315  153956840     40       3  7880       1.5411     0.061642
200186       1  153910148  153966132     38       4  7795        1.503     0.066419
27173        1  153921575  153975660     34       4  7700       1.4687     0.070951
6232         1  153928239  153974631     30       4  7655       1.3622     0.086574
10899        1  153936745  153986096     31       4  7605        1.206      0.11391
5872         1  153944093  153993853     33       4  7674       1.0766      0.14084
91181        1  153955166  154162592    195      10  7624       1.0888      0.13811
7170         1  154117780  154199611     70       7  7645       0.1496      0.44054
9898         1  154157427  154253986     83       6  7557     -0.55571       0.7108
388701       1  154161561  154213841     43       4  7457      -0.4273      0.66542
25912        1  154169183  154228273     50       4  7507     -0.47373      0.68216
10456        1  154210039  154258351     44       5  7664      -1.1968      0.88431
89872        1  154258592  154307801     85      11  7855      -1.8335      0.96664
57198        1  154263036  154333780    142      13  7984      -1.6149      0.94683
3570         1  154342669  154451926    223      21  7627     -0.50715      0.69398
126669       1  154432118  154509786    155       7  8127     -0.47551      0.68279
126668       1  154439695  154530624    171       7  8117     -0.46476      0.67895
1141         1  154505257  154562354     90       9  7916      -1.3749      0.91542
55585        1  154511051  154566138     78      11  7861      -1.5012      0.93335
103          1  154544533  154635456    131      10  7905      -1.4188      0.92202
3782         1  154659938  154877754    389      60  7501     0.042238      0.48315
10654        1  154887208  154944484     40       4  7506      0.49088      0.31176
101928120    1  154899036  154945101     29       3  7529      0.50176      0.30792
57326        1  154906553  154963624     22       2  7256      0.80264      0.21109
1163         1  154912118  154961725     11       2  7009      0.92396      0.17775
90780        1  154919502  154969258      2       1  6951      0.72337      0.23473
80308        1  154920770  154975587      2       1  6603       1.9385     0.026283
6464         1  154924774  154981959      6       2  7115       1.9659     0.024654
55891        1  154931062  154976791      2       1  6603       1.9385     0.026283
51043        1  154940106  155001001     20       4  7016       1.5292     0.063106
149095       1  154971256  155033406     47       8  6944       0.7876      0.21547
127579       1  154981003  155041257     50       8  6883      0.65797      0.25528
8751         1  154988748  155045252     52      10  6925      0.49661      0.30973
1945         1  155001213  155052029     47      10  7021       0.2395      0.40536
1944         1  155016348  155070014     52      10  7203      0.26809      0.39432
1942         1  155065349  155117386     76       6  7324     -0.39456      0.65342
55974        1  155072817  155121334     70       6  7301     -0.38241      0.64892
54344        1  155102367  155147996     49       3  7526     -0.54638       0.7076
80128        1  155110702  155167447     54       4  7480     -0.74727      0.77255
200185       1  155131884  155186331     40       4  7510      -1.2622      0.89655
4580         1  155143490  155193625     32       4  7537        -1.11      0.86651
4582         1  155148300  155197768     33       3  7636      -1.2919       0.9018
7059         1  155155379  155212772     44       4  7429      -1.0691      0.85748
2629         1  155194239  155249653     48       2  7112     -0.91348       0.8195
10712        1  155206996  155260274     45       2  6985      -0.9942      0.83994
57657        1  155212218  155269639     46       1  6985     -0.92934      0.82364
10067        1  155215770  155267176     41       1  6978     -0.77826      0.78179
1196         1  155222659  155278305     43       1  6960     -0.74146      0.77079
2224         1  155243539  155300457     34       1  6967     -0.77844      0.78184
5313         1  155249084  155313531     32       1  6982     -0.83032      0.79682
23623        1  155255640  155310909     28       1  6981     -0.96053      0.83161
284618       1  155280251  155328938     12       1  6951     -0.78357      0.78335
55870        1  155295052  155567324     81       3  7420     -0.19572      0.57758
55154        1  155544961  155594758     14       2  7331     -0.18655      0.57399
55249        1  155619233  155693823     22       2  7159     -0.39325      0.65293
7818         1  155622693  155718801     38       4  6990       -1.101      0.86455
54856        1  155709450  155864185    117       6  7099      -1.5302      0.93701
23208        1  155794260  155864990     53       4  7098      -1.6866      0.95416
6016         1  155857599  155916193     57       4  7613     0.063338      0.47475
22889        1  155872834  155939209     69       4  7703      0.58492       0.2793
339403       1  155876480  155922625     46       4  7649      0.27487      0.39171
9181         1  155906431  155988396     68       6  7476       0.8552      0.19622
6746         1  155968839  156025758     44       4  7221    -0.086528      0.53448
28956        1  155989517  156038301     29       5  7178     -0.40757       0.6582
56893        1  155992945  156058613     41       7  7159     -0.88876      0.81293
57111        1  155995966  156050295     33       6  7111     -0.70784      0.76048
4000         1  156017369  156119880     63       9  7403     -0.94029      0.82646
92312        1  156031804  156086789     35       5  7222      -1.3123      0.90529
64218        1  156082145  156157542     61       9  7648     0.019265      0.49231
9673         1  156128728  156192587     86       7  7861     0.033623      0.48659
11243        1  156147779  156219868     97       5  7868    -0.079583      0.53172
100527963    1  156147779  156223123     99       5  7856      -0.1098      0.54371
632          1  156176951  156223123     60       4  7851     -0.25893      0.60216
79957        1  156203112  156252908     83       7  7967     -0.58332      0.72016
23381        1  156209015  156287676    138       7  8023     -0.56543      0.71411
84283        1  156217704  156272234     95       6  8035     -0.66761      0.74781
112770       1  156252478  156300480     89       5  8029     -0.52331      0.69962
391104       1  156258415  156304428     88       5  8033     -0.53153      0.70247
7203         1  156268752  156343206    111       7  7858     -0.15572      0.56187
128229       1  156272105  156326786     88       5  7991     -0.45942      0.67703
57127        1  156303980  156365013     75      14  7348       1.4498     0.073556
10485        1  156364048  156461441     75      10  7483      0.22862      0.40958
4209         1  156423513  156505634     97      10  7716       1.0956      0.13664
128239       1  156485197  156577396    105       7  7661       1.0701      0.14229
164118       1  156514519  156566562     52       3  7633      0.29771      0.38296
128240       1  156526554  156574091     43       3  7564      0.12391      0.45069
60484        1  156554085  156605517     40       2  7761     -0.20295      0.58041
54865        1  156554100  156606288     40       2  7761     -0.20295      0.58041
63827        1  156576740  156639324     38       5  7274       -1.081      0.86016
10763        1  156628555  156682189     50       6  6759     -0.50781      0.69421
1382         1  156659398  156710608     32       7  7358      -1.1636      0.87771
51093        1  156663263  156716752     32       5  7448       -1.199      0.88474
81875        1  156681687  156733577     42       6  7569     -0.28377      0.61171
79590        1  156697094  156745923     46       6  7669     -0.45666      0.67604
3068         1  156701899  156757240     63       8  7681     -0.52135      0.69894
5546         1  156702274  156780609     99       8  7808     -0.76446       0.7777
4914         1  156750542  156861642    123      12  7662      -1.6424      0.94974
9047         1  156766035  156821640     78       7  7701      -2.0705       0.9808
3645         1  156800665  156863712     56       9  7367     -0.91467      0.81982
375033       1  156828496  156896226     86       7  6837    -0.054014      0.52154
149499       1  156855400  156912881    103       7  7097     -0.16699      0.56631
9826         1  156894632  157050512    288      11  8017       1.4454     0.074171
440695       1  157051835  157104600     96      12  7456      0.46346      0.32152
2117         1  157084459  157143383     68       3  7245     -0.19731      0.57821
83416        1  157473167  157557310    174      10  7935    -0.086688      0.53454
83417        1  157533539  157602870    214      10  7979       1.0932      0.13715
115352       1  157636271  157705775    138      12  7572      0.92504      0.17747
79368        1  157705523  157782119     80       8  7812      0.23561      0.40687
115350       1  157754193  157824940     88       7  7754     -0.68363      0.75289
922          1  157786861  157846634     92      10  7702      -1.1669      0.87838
55243        1  157928063  158075846    285      42  7615       1.4858     0.068666
912          1  158112828  158166217    109       8  7795      0.87734      0.19015
909          1  158183119  158238059    171       6  7326    -0.025004      0.50997
911          1  158224563  158274564     38       5  7496      -1.9778      0.97602
910          1  158287740  158336321     62       6  7599      -1.0497      0.85307
913          1  158288486  158337343     62       6  7599      -1.0497      0.85307
128360       1  158358312  158404256    147      17  7681     -0.82137      0.79428
391107       1  158379718  158425656    129       6  7890     -0.12211      0.54859
391109       1  158400352  158446293    131       7  7850    -0.097519      0.53884
343406       1  158414668  158460675    129       9  7979    -0.061077      0.52435
391112       1  158506918  158552895    107       6  8035     -0.15898      0.56316
128366       1  158522441  158568394    104       8  8028    -0.035442      0.51414
128367       1  158538709  158584689    114      10  8008      0.15966      0.43657
128368       1  158541229  158587170    117      10  8013       0.1689      0.43294
6708         1  158570496  158691506    205      16  7936     0.056725      0.47738
81448        1  158659468  158705442    101       8  8025     -0.62835      0.73511
391114       1  158676958  158722905    149       8  8008      -0.2975      0.61696
128371       1  158689606  158735637    176      13  8058      -0.4325      0.66731
128372       1  158725534  158771472    138      21  7749      -1.0482      0.85274
81442        1  158736472  158782425    103      19  7560     -0.99582      0.84033
4332         1  158766168  158829270    134      15  7687      -2.2343      0.98727
149628       1  158866337  158956849    229      17  7844      -0.4425      0.67094
3428         1  158944682  159034945    187      12  7468      0.48759      0.31292
9447         1  159018790  159081685     48       6  7132      0.31435      0.37663
57863        1  159106377  159182932     99      18  7642       1.7882     0.036872
2532         1  159138803  159186290     76      13  7667       2.6131    0.0044867
2205         1  159218678  159288014    121      13  7473       1.6405     0.050453
441911       1  159273460  159319449     65       8  7734       0.6527      0.25697
26476        1  159374512  159420600     79       8  7697     -0.18105      0.57184
127385       1  159494868  159540797     79      10  7891      0.29813       0.3828
325          1  159522616  159568661     76       9  7846       1.8703      0.03072
1401         1  159672079  159719396     85       9  7921       0.4241      0.33575
54935        1  159715730  159762333     48       9  6843      0.49968      0.30865
343413       1  159735282  159796047     92       8  7588      0.13889      0.44477
56833        1  159761440  159817282     99       8  7685     -0.11536      0.54592
284677       1  159794264  159860544    122      15  7525     -0.53014      0.70199
391123       1  159814106  159867447     99       9  7716     0.029951      0.48805
25790        1  159832150  159904992    115      11  7876      0.50778       0.3058
8407         1  159877897  159930332     87      17  7713      0.37303      0.35456
57549        1  159886829  159950386     97      18  7791     0.027921      0.48886
89886        1  159911282  159959044     77      12  7678     -0.76299      0.77726
93183        1  159987462  160036783     83      11  7828     -0.75865      0.77597
3766         1  159997257  160075051    105      11  7830      0.60848      0.27143
3765         1  160016360  160069212     79       7  7845      0.86137      0.19452
477          1  160050520  160123381    157      19  7933      0.01958      0.49219
93185        1  160051129  160103650     93      12  7895     -0.24899      0.59832
480          1  160086352  160166767    192      35  7783     -0.98038      0.83655
844          1  160125285  160181676     94      18  7553      -2.3947      0.99168
8682         1  160140125  160195162     69      12  7561      -1.5758      0.94246
50717        1  160175505  160267350     56       2  7832      0.14215      0.44348
5824         1  160236599  160289941     27       2  7746     0.007367      0.49706
1314         1  160248377  160348354     75       7  7886      0.29035      0.38577
23385        1  160278063  160338742     48       5  7864      0.40608      0.34234
4807         1  160301861  160352638     65       7  7881      0.55107      0.29079
57216        1  160335364  160408468    124       9  7875      0.25511      0.39932
114836       1  160444820  160528052    103      10  7635     -0.46982      0.68076
8832         1  160500884  160584306    160       9  7672      -0.5515      0.70936
6504         1  160569891  160652081    126      19  7518     -0.90195      0.81646
962          1  160638536  160716641     84      16  7333     -0.34961      0.63668
57823        1  160673865  160734611     53       8  7479      0.36554      0.35735
4063         1  160730864  160808045    131       9  7759      0.83429      0.20206
51744        1  160789950  160867692    204      11  7959    -0.077589      0.53092
55600        1  160836330  160889960    137       5  8002      -1.0669        0.857
142683       1  160904810  160959589    172      13  7605      0.47207      0.31844
50848        1  160955001  161026133    121       8  7868     0.096278      0.46165
100131187    1  160997418  161043887     61       8  7465     0.016831      0.49329
7391         1  160999041  161050769     68       9  7507      0.40532      0.34262
257106       1  161006731  161074760     90      14  7592      0.75896      0.22394
81607        1  161030781  161094385     70      12  7833      0.79403      0.21359
126823       1  161033151  161080138     54      10  7821       1.1576      0.12351
4817         1  161052862  161105235     51       8  7941      0.71571      0.23708
5202         1  161060346  161122866     59       6  8022      0.16297      0.43527
9191         1  161080767  161138192     51       5  8010      0.13822      0.44503
51506        1  161088534  161138646     45       5  7993      0.23631       0.4066
27005        1  161094248  161145516     49       5  7988      0.29572      0.38372
5498         1  161100832  161158136     56       5  7990      0.31036      0.37814
8703         1  161131100  161182758     55       9  8017    -0.080863      0.53222
4720         1  161132209  161194185     78      13  7982     -0.31829      0.62487
9507         1  161149538  161203845     73      13  8048     -0.48603      0.68653
2207         1  161150087  161199038     65      12  8041     -0.72998       0.7673
84134        1  161160729  161210536     72      12  8109      0.13576        0.446
336          1  161182083  161228418     97      10  8037       1.4507     0.073433
9970         1  161189456  161243432    125      15  8061       1.2988     0.097008
654790       1  161193517  161265240    179      19  8000      0.67153      0.25094
6391         1  161249166  161344541    301      14  7686     -0.52236      0.69929
4359         1  161264525  161314762    143       8  7721     -0.35097      0.63719
257177       1  161324521  161372673    158       4  7789     -0.22598      0.58939
2212         1  161440205  161499360     64       6  7561    -0.055428       0.5221
3310         1  161459036  161506687     42       4  7860      0.30868      0.37878
2213         1  161597905  161658444     19       4  7182     -0.65098      0.74247
84824        1  161641762  161694142    124      19  7543      -1.2183      0.88844
127943       1  161656598  161707933    157      22  7541      -1.3067      0.90434
11266        1  161684558  161736952    153      19  7631      -1.1772      0.88043
22926        1  161701034  161943860    502      17  7872      -1.8253      0.96602
25903        1  161942982  162029172    136      22  7397     -0.31112      0.62215
9722         1  162004581  162349813    697      40  7704     -0.24636       0.5973
400793       1  162313696  162366608    106      21  7827      -0.5186      0.69798
284680       1  162333515  162382017    127      17  7867     -0.56546      0.71412
117157       1  162355056  162416928    144      14  7911    -0.022298      0.50889
127933       1  162431964  162509419    128       6  7601       1.4893      0.06821
6675         1  162496296  162580379     97      11  7559       1.0427      0.14855
4921         1  162567228  162766409    256      19  7661     0.049781      0.48015
51478        1  162725496  162792608     48       8  7178     -0.15904      0.56318
339512       1  162810766  162873605    159      18  7503      0.33655      0.36823
5999         1  163003396  163056592     74       9  7762     -0.72266      0.76505
8490         1  163102089  163326581    681      35  8014      0.56985      0.28439
83540        1  163256723  163335553    259      17  7964        1.419     0.077949
5087         1  164493597  164831067    523      62  7756       1.9421     0.026061
4009         1  165161104  165360952    471      46  7748      0.16807      0.43326
6258         1  165360159  165449592    206      26  7567     0.099456      0.46039
440699       1  165478478  165543185    174      15  8081     -0.78445      0.78361
4259         1  165565110  165635373    236      22  7773      0.30799      0.37904
223          1  165621449  165702900    264      21  7408     -0.94447      0.82754
54499        1  165683528  165773159    118      12  7696     0.091637      0.46349
7371         1  165761732  165890855    156      20  7665     0.045178      0.48198
149297       1  166016663  166170992    222      14  7895       -1.374      0.91528
57645        1  166773681  166833709    129      10  8004     -0.13319      0.55298
117143       1  166815747  166880654     96       7  7997     -0.48613      0.68656
387597       1  166872441  166979576    115      12  8025      -1.6691      0.95245
84944        1  166923394  167001451    110      11  8030      -2.0311      0.97888
10223        1  167012082  167094868    195      20  7786     -0.35648      0.63926
92235        1  167028314  167108402    190      22  7725     -0.46488      0.67899
5451         1  167155066  167406582    174      13  7744     -0.70572      0.75982
919          1  167389877  167522847    248      45  7469       1.3383     0.090396
8804         1  167500250  167558056    211      26  7780      0.32071      0.37422
92241        1  167564474  167687933    288      35  7438     -0.45308      0.67475
9019         1  167656187  167771156    232      24  7515       1.0873      0.13846
55811        1  167768357  167918608    281      31  7548    -0.096643      0.53849
55827        1  167870797  168055081    181       7  7917     -0.37002      0.64432
25874        1  167875913  167941307     80       4  7993     -0.35602      0.63909
23432        1  168038780  168141905    149      13  7823     -0.16181      0.56427
261726       1  168113171  168181352    110       6  7368     -0.37499      0.64617
375035       1  168160255  168222088     68      10  7266     -0.77852      0.78187
9095         1  168215278  168293664    106       7  7501      0.60859       0.2714
6846         1  168500003  168548235    101      10  7264    -0.014917      0.50595
6375         1  168510711  168561315    118      12  7368     0.085523      0.46592
1805         1  168654695  168733442    236      22  7618      0.52342      0.30034
101928596    1  169038226  169084145     95      15  7649      0.44804      0.32706
481          1  169040947  169111960    164      23  7576     -0.38163      0.64863
29922        1  169091258  169372186    653      15  7783     -0.11056      0.54402
8548         1  169302122  169375782    138      12  7503      0.27568       0.3914
57821        1  169354108  169464907    188      17  7480      0.64462      0.25959
10560        1  169423147  169490208    114      17  7593     -0.27185      0.60713
2153         1  169471192  169590769    371      28  7729    -0.089676      0.53573
6403         1  169548087  169634377    236      24  7684       1.6116     0.053522
6402         1  169649806  169715843    214      13  7949     -0.57328      0.71677
6401         1  169681781  169738220    263       8  7938     -0.37446      0.64597
55732        1  169728224  169832229    317      12  7988     -0.39035      0.65186
92342        1  169751670  169799088    136      12  7936      -0.3887      0.65125
57147        1  169812215  169898100    231      12  8015     -0.15629       0.5621
22920        1  169880461  170078882    447      12  8003       0.3171      0.37558
149281       1  170080188  170146923    165      16  7949      0.73728      0.23048
92344        1  170466263  170532974     59       6  7591     -0.22851      0.59038
5396         1  170598313  170718541    226      23  7830      -1.2596       0.8961
80133        1  170869612  171043906    448      25  7605     -0.65232       0.7429
2328         1  171025018  171096961    145      16  7648     -0.14575      0.55794
2327         1  171119388  171191822    263      15  7950    0.0050281      0.49799
2326         1  171182610  171265113    167      18  7840     -0.12967      0.55159
2329         1  171248318  171321223    110       8  8055      -1.1432      0.87352
23215        1  171419652  171572650    351      18  8014      0.93875      0.17393
4653         1  171594557  171656773    211      19  7927     -0.48992      0.68791
8674         1  171659296  171746379    190      11  7982      0.15148       0.4398
51603        1  171715761  171776856    165      11  8122     -0.27139      0.60695
26052        1  171775618  172397606   1089      47  7866       -1.615      0.94684
92346        1  172354828  172447969    207      18  8123     -0.58677      0.72132
5279         1  172400597  172448230    119      11  8117     -0.38491      0.64985
51430        1  172466494  172590973    146      12  8010      -1.1218      0.86902
356          1  172593185  172646013    115      11  7667      -1.4811      0.93071
8995         1  173000360  173055103     60       6  7414      0.88272      0.18869
7292         1  173142870  173211471     90      10  7892       2.1491     0.015812
9588         1  173411486  173467946     69       6  7373     -0.99608      0.84039
284525       1  173459604  173607233    213      10  7739    -0.035436      0.51413
339416       1  173567475  173674001     62       6  7645       1.0563      0.14541
730159       1  173569661  173616273     18       4  7649      0.91275      0.18069
27252        1  173649063  173765960     84       6  7895      0.76661      0.22166
91687        1  173758688  173829325     51       5  7922      0.83454      0.20199
55157        1  173758719  173837682     71       7  7894      0.76629      0.22175
84614        1  173802220  173866596    101      10  7816     0.080667      0.46785
462          1  173862938  173921516     86       6  7587     -0.13896      0.55526
149041       1  173890352  173997210    125       5  7467      0.16486      0.43453
9910         1  174093552  174974445   1078      11  7849     -0.71481      0.76264
9293         1  174382212  174428683     56       3  8013     -0.84851      0.80192
27101        1  174933571  174991163     57       8  8211     -0.26982      0.60635
63931        1  174972094  175027591     83      13  7808      0.18519      0.42654
63923        1  175001994  175127202    322      22  7822      0.10995      0.45622
9674         1  175116123  175197229    182      19  7772      -1.3153       0.9058
7143         1  175281935  175747752    950      76  7835      -1.1948      0.88393
64326        1  175903967  176211386    385      13  8017      0.38108      0.35157
60676        1  176397307  176824737    675      27  7956      0.59888      0.27463
460          1  176816441  177169024    522      34  7589      0.33401      0.36919
57795        1  177105058  177261558    219      24  7508      0.37686      0.35314
89866        1  177882825  177974188    255      28  7920     -0.04142      0.51652
9462         1  178027864  178458649    393      10  7786      0.70694       0.2398
84066        1  178447212  178502635     75      10  7855      -1.2011      0.88514
400797       1  178453034  178503769     72      10  7844      -1.1355      0.87192
55103        1  178659300  178900975    290      16  7978      0.52987       0.2981
9068         1  178808670  178875215     61       7  8087       -1.634      0.94887
9917         1  178959939  179055702    199      16  7883       1.3533     0.087974
64222        1  179015415  179077158    142      14  8122       1.4052     0.079978
27           1  179058462  179233819    288      11  8018    0.0085798      0.49658
6646         1  179227849  179337815    354      17  8023     -0.33224      0.63015
126859       1  179299855  179533870   1141      20  8086      0.87623      0.19045
7827         1  179509674  179580086    214      19  8062       1.8591     0.031509
163589       1  179525748  179670407    337      15  8049       1.2961      0.09747
148753       1  179661912  179795333    333      23  7888       1.9411     0.026123
163590       1  179799102  179882867    127       9  8015       1.1938      0.11628
26092        1  179816177  179899212    127       8  8039      0.93928      0.17379
9857         1  179888908  180094015    302       8  8035      0.65757      0.25541
5768         1  180088968  180179430    216      18  7882      0.63271      0.26346
89884        1  180164433  180254188    201      29  7618     -0.69744      0.75724
84320        1  180247352  180507022    512      14  7845      0.49859      0.30904
9213         1  180566146  180869415    356      16  8049     -0.14792       0.5588
57710        1  180847313  180930745    133      24  7580      0.31137      0.37776
