GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,symbol,P_bonf,P_fdr
181,16,67506474,67552716,12,2,7364,1.6348,0.051041,AGRP,1.0,0.91827831160221
79447,16,29792528,29843816,19,1,7695,1.6343,0.051099,PAGR1,1.0,0.91827831160221
27145,6,75994607,76238516,264,11,7959,1.634,0.051131,FILIP1,1.0,0.91827831160221
6942,22,42546019,42699768,225,16,7814,1.6334,0.051195,TCF20,1.0,0.91827831160221
55191,11,71129217,71222586,127,3,7564,1.6333,0.051204,NADSYN1,1.0,0.91827831160221
259236,3,46707823,46762413,105,12,7781,1.633,0.051236,TMIE,1.0,0.91827831160221
79943,8,144336651,144392122,169,7,7911,1.6329,0.051243,ZNF696,1.0,0.91827831160221
92154,16,70685107,70754954,96,11,7144,1.6327,0.051271,MTSS1L,1.0,0.91827831160221
3798,12,57908812,57990416,58,6,7705,1.6326,0.051272,KIF5A,1.0,0.91827831160221
55176,10,12136640,12221957,155,10,8059,1.6322,0.05132,SEC61A2,1.0,0.91827831160221
10493,17,41156622,41209459,62,4,7964,1.6321,0.051328,VAT1,1.0,0.91827831160221
55536,7,21930517,22020542,212,27,7561,1.631,0.051447,CDCA7L,1.0,0.91827831160221
132430,4,135107488,135157903,110,9,7476,1.6309,0.05145,PABPC4L,1.0,0.91827831160221
64333,12,57856038,57917756,54,3,7567,1.6306,0.051489,ARHGAP9,1.0,0.91827831160221
1159,15,43850055,43901604,12,2,7490,1.6305,0.051503,CKMT1B,1.0,0.91827831160221
1052,8,48639476,48685726,13,2,6951,1.6304,0.051513,CEBPD,1.0,0.91827831160221
93166,5,122389841,122539960,384,29,7762,1.6299,0.051556,PRDM6,1.0,0.91827831160221
114131,10,5371976,5426169,190,21,7553,1.6299,0.051559,UCN3,1.0,0.91827831160221
4130,15,43768165,43833818,54,4,7322,1.6293,0.051629,MAP1A,1.0,0.91827831160221
8509,10,75551669,75606589,52,4,7573,1.6292,0.051631,NDST2,1.0,0.91827831160221
2952,22,24366135,24419284,8,3,6924,1.6288,0.05168,GSTT1,1.0,0.91827831160221
145226,14,68133603,68211168,141,10,7846,1.6285,0.051707,RDH12,1.0,0.91827831160221
498,18,43654110,43719199,150,10,7307,1.628,0.051763,ATP5A1,1.0,0.91827831160221
53349,14,73426152,73528920,272,14,8091,1.6277,0.051791,ZFYVE1,1.0,0.91827831160221
9961,16,29796715,29869360,37,1,8012,1.6273,0.051833,MVP,1.0,0.91827831160221
84651,5,147656990,147705482,40,1,7705,1.627,0.051872,SPINK7,1.0,0.91827831160221
2589,18,33172400,33301798,268,8,8149,1.6258,0.051997,GALNT1,1.0,0.91827831160221
5406,10,118270428,118337367,127,7,8146,1.6256,0.05202,PNLIP,1.0,0.91827831160221
1439,22,37274639,37346491,139,10,7328,1.625,0.05208,CSF2RB,1.0,0.91827831160221
5455,2,105436969,105483471,47,6,7750,1.6249,0.052097,POU3F3,1.0,0.91827831160221
90806,1,213155524,213224168,34,3,7455,1.6248,0.052101,ANGEL2,1.0,0.91827831160221
137872,8,67309693,67394260,146,12,7962,1.6246,0.052129,ADHFE1,1.0,0.91827831160221
2520,17,39833578,39882221,62,2,7819,1.6233,0.052258,GAST,1.0,0.91827831160221
56245,21,34152984,34221053,134,11,7998,1.6227,0.05233,C21orf62,1.0,0.91827831160221
57110,3,192913030,193035102,191,13,8063,1.6224,0.052359,HRASLS,1.0,0.91827831160221
85457,14,77529578,77593630,103,12,7715,1.6214,0.052465,CIPC,1.0,0.91827831160221
150962,2,61157548,61280365,134,15,7799,1.6206,0.052552,PUS10,1.0,0.91827831160221
126133,19,49921473,49984305,75,8,6955,1.6206,0.052552,ALDH16A1,1.0,0.91827831160221
64682,2,112515214,112676765,112,12,7576,1.6202,0.052593,ANAPC1,1.0,0.91827831160221
1602,13,72002098,72476330,234,25,7115,1.62,0.052613,DACH1,1.0,0.91827831160221
1891,19,39296062,39357497,85,8,7472,1.6195,0.052671,ECH1,1.0,0.91827831160221
84838,1,247450717,247530294,132,14,7655,1.6195,0.052672,ZNF496,1.0,0.91827831160221
164684,22,42356607,42438935,139,9,7954,1.6194,0.052679,WBP2NL,1.0,0.91827831160221
492311,5,139470521,139518391,23,3,8027,1.6191,0.052709,IGIP,1.0,0.91827831160221
3452,9,21155636,21201659,126,5,7642,1.6191,0.05271,IFNA21,1.0,0.91827831160221
79083,2,238360053,238473961,333,11,7729,1.6189,0.052738,MLPH,1.0,0.91827831160221
9854,11,118942771,118998304,98,10,7819,1.6175,0.052881,C2CD2L,1.0,0.91827831160221
254042,2,172829804,172957158,169,16,7661,1.617,0.052937,METAP1D,1.0,0.91827831160221
5073,16,14519557,14759128,133,9,7716,1.6159,0.053056,PARN,1.0,0.91827831160221
3443,9,21340317,21385886,64,6,7362,1.6159,0.053056,IFNA6,1.0,0.91827831160221
403,10,104423484,104509190,111,11,7983,1.6153,0.053118,ARL3,1.0,0.91827831160221
5919,7,150021033,150073773,108,4,7470,1.6152,0.053129,RARRES2,1.0,0.91827831160221
8803,13,48506791,48647125,396,14,8108,1.615,0.053159,SUCLA2,1.0,0.91827831160221
201255,17,79946280,79999027,30,2,7606,1.6141,0.053248,LRRC45,1.0,0.91827831160221
4759,2,233862382,233909767,102,18,7298,1.6141,0.053249,NEU2,1.0,0.91827831160221
26496,11,7950123,7996067,137,14,7991,1.6136,0.053309,OR10A3,1.0,0.91827831160221
10540,12,57913833,57976114,38,3,7594,1.6133,0.053338,DCTN2,1.0,0.91827831160221
6403,1,169548087,169634377,236,24,7684,1.6116,0.053522,SELP,1.0,0.91827831160221
6554,14,70232552,70299006,123,8,7657,1.6116,0.053527,SLC10A1,1.0,0.91827831160221
26735,9,125402409,125448383,25,3,7200,1.6113,0.053552,OR1L3,1.0,0.91827831160221
3448,9,21229201,21274978,119,7,7538,1.6103,0.053661,IFNA14,1.0,0.91827831160221
57474,19,12676920,12756623,73,2,6894,1.6098,0.053721,ZNF490,1.0,0.91827831160221
259173,3,46700485,46770194,141,14,7763,1.6096,0.053739,ALS2CL,1.0,0.91827831160221
7158,15,43685262,43837707,166,7,7275,1.6091,0.053796,TP53BP1,1.0,0.91827831160221
3696,7,20335345,20465382,325,23,7674,1.6089,0.053824,ITGB8,1.0,0.91827831160221
8664,22,36896897,36960277,133,15,7544,1.6087,0.053846,EIF3D,1.0,0.91827831160221
23520,4,165108159,165153863,74,10,7593,1.6085,0.053868,ANP32C,1.0,0.91827831160221
2689,17,61947572,61995039,80,4,7540,1.6082,0.053897,GH2,1.0,0.91827831160221
3451,9,21217242,21263221,133,6,7585,1.6081,0.053904,IFNA17,1.0,0.91827831160221
343990,2,99400309,99587684,247,12,7803,1.6076,0.053963,KIAA1211L,1.0,0.91827831160221
29,17,896758,1125616,315,44,7027,1.6071,0.054016,ABR,1.0,0.91827831160221
56479,6,73296571,73918574,889,72,7648,1.6066,0.054074,KCNQ5,1.0,0.91827831160221
25972,2,99190032,99244978,55,3,7954,1.6055,0.054188,UNC50,1.0,0.91827831160221
79567,16,67527717,67590691,23,3,7371,1.6054,0.0542,FAM65A,1.0,0.91827831160221
84951,17,38622080,38692933,66,10,7659,1.6054,0.054204,TNS4,1.0,0.91827831160221
23324,4,6541902,6634188,90,13,7204,1.6051,0.054232,MAN2B2,1.0,0.91827831160221
147664,19,53482344,53529833,60,4,6807,1.6049,0.054253,ERVV-1,1.0,0.91827831160221
554223,6,29724683,29775584,7,3,7025,1.604,0.054357,LOC554223,1.0,0.91827831160221
50604,1,207003699,207052568,48,7,7192,1.6028,0.054491,IL20,1.0,0.91827831160221
509,10,7795093,7859764,140,11,7803,1.602,0.054577,ATP5C1,1.0,0.91827831160221
282973,10,133844367,134008482,579,40,7656,1.6019,0.054591,JAKMIP3,1.0,0.91827831160221
57600,4,159655182,159839202,147,3,7834,1.6018,0.054605,FNIP2,1.0,0.91827831160221
79679,1,117676209,117788582,185,17,7679,1.6003,0.054763,VTCN1,1.0,0.91827831160221
100506581,16,87326404,87386468,104,9,7160,1.5995,0.054858,C16orf95,1.0,0.91827831160221
7265,5,159401156,159502550,125,9,7761,1.5993,0.05488,TTC1,1.0,0.91827831160221
79171,19,36084980,36138587,75,9,7723,1.5992,0.054893,RBM42,1.0,0.91827831160221
6626,19,41221725,41281297,82,9,7924,1.599,0.054912,SNRPA,1.0,0.91827831160221
78990,14,94454511,94525276,197,16,7723,1.599,0.054912,OTUB2,1.0,0.91827831160221
6339,1,1180816,1237409,23,4,6747,1.5985,0.054962,SCNN1D,1.0,0.91827831160221
386653,12,122646577,122693746,76,9,7752,1.5984,0.054974,IL31,1.0,0.91827831160221
4141,12,57846736,57920438,66,4,7467,1.5972,0.055112,MARS,1.0,0.91827831160221
81570,11,71993469,72180724,73,8,7518,1.5968,0.055157,CLPB,1.0,0.91827831160221
50865,12,13117798,13188243,108,9,7719,1.5962,0.055226,HEBP1,1.0,0.91827831160221
1748,17,48011562,48062323,50,9,7382,1.596,0.055244,DLX4,1.0,0.91827831160221
10935,10,120917215,120973377,93,7,7677,1.5959,0.05526,PRDX3,1.0,0.91827831160221
389206,4,42102870,42189895,146,8,7282,1.5957,0.055282,BEND4,1.0,0.91827831160221
84993,15,74728318,74788545,66,3,7061,1.5956,0.055284,UBL7,1.0,0.91827831160221
6894,1,234517059,234649863,364,37,7675,1.5955,0.055298,TARBP1,1.0,0.91827831160221
116113,6,41479164,41580122,153,15,7509,1.5947,0.055385,FOXP4,1.0,0.91827831160221
5591,8,48675669,48907743,48,4,7143,1.5947,0.055388,PRKDC,1.0,0.91827831160221
64240,2,44029611,44101039,193,17,7728,1.5943,0.055431,ABCG5,1.0,0.91827831160221
122416,14,102963179,103011128,66,9,7061,1.5941,0.055456,ANKRD9,1.0,0.91827831160221
6367,16,57357695,57410102,83,11,7443,1.5938,0.055495,CCL22,1.0,0.91827831160221
10670,9,19014372,19061023,152,14,7837,1.5934,0.055537,RRAGA,1.0,0.91827831160221
6146,1,6235080,6294679,35,6,7416,1.5932,0.055554,RPL22,1.0,0.91827831160221
6840,10,29736274,30060864,953,67,7872,1.593,0.055577,SVIL,1.0,0.91827831160221
6198,17,57935407,58037787,132,9,8037,1.592,0.055688,RPS6KB1,1.0,0.91827831160221
339453,1,1460158,1510740,35,2,6830,1.5917,0.055723,TMEM240,1.0,0.91827831160221
29101,1,1467053,1545262,37,2,6824,1.5908,0.055825,SSU72,1.0,0.91827831160221
283254,11,46614856,46673933,27,2,7919,1.5897,0.055948,HARBI1,1.0,0.91827831160221
80162,11,253480,307511,76,11,7457,1.5896,0.055958,ATHL1,1.0,0.91827831160221
9545,19,11422722,11485344,36,8,6868,1.5895,0.055972,RAB3D,1.0,0.91827831160221
55035,9,95049640,95122876,58,5,7928,1.589,0.056036,NOL8,1.0,0.91827831160221
2844,9,125760916,125811380,38,2,7221,1.5885,0.05609,GPR21,1.0,0.91827831160221
11173,15,79041545,79138805,169,7,7444,1.5882,0.056117,ADAMTS7,1.0,0.91827831160221
84173,2,85546843,85628875,150,16,7891,1.5879,0.056155,ELMOD3,1.0,0.91827831160221
10782,19,58659356,58734928,140,19,7594,1.5878,0.056168,ZNF274,1.0,0.91827831160221
51136,17,58019723,58077117,34,5,7846,1.5871,0.056241,RNFT1,1.0,0.91827831160221
125972,19,16579767,16642015,111,9,8053,1.587,0.056261,CALR3,1.0,0.91827831160221
219623,10,63156401,63248208,123,9,7772,1.5861,0.056364,TMEM26,1.0,0.91827831160221
57579,6,71088107,71280877,286,5,7759,1.5849,0.056492,FAM135A,1.0,0.91827831160221
1662,11,108500816,108821650,439,15,7838,1.5847,0.056516,DDX10,1.0,0.91827831160221
54487,22,20032755,20109400,157,12,8041,1.5846,0.056532,DGCR8,1.0,0.91827831160221
1628,19,49123817,49175639,45,8,6711,1.5845,0.056544,DBP,1.0,0.91827831160221
64431,12,100558865,100628202,77,8,8065,1.5844,0.056546,ACTR6,1.0,0.91827831160221
26281,8,16840334,16894674,186,25,7422,1.5841,0.056582,FGF20,1.0,0.91827831160221
254778,8,67370491,67440759,92,10,7929,1.5839,0.056604,C8orf46,1.0,0.91827831160221
167465,5,71728238,71838249,210,12,7887,1.5839,0.056608,ZNF366,1.0,0.91827831160221
83857,12,29643746,29972692,869,57,7571,1.5836,0.056642,TMTC1,1.0,0.91827831160221
83889,19,38365213,38432317,78,8,7472,1.5819,0.056836,WDR87,1.0,0.91827831160221
6862,6,166561144,166617157,249,26,7813,1.5814,0.056894,T,1.0,0.91827831160221
126075,19,11422160,11475620,31,6,6747,1.5814,0.056898,CCDC159,1.0,0.91827831160221
6599,3,47617378,47858405,161,3,7970,1.5808,0.056958,SMARCC1,1.0,0.91827831160221
285343,3,44344574,44460940,168,10,8081,1.5804,0.057003,TCAIM,1.0,0.91827831160221
5167,6,132094156,132226295,185,27,7541,1.58,0.057058,ENPP1,1.0,0.91827831160221
9498,12,51750101,51919547,221,14,7852,1.5781,0.057269,SLC4A8,1.0,0.91827831160221
337971,21,31859174,31904428,72,2,8034,1.5775,0.05734,KRTAP19-4,1.0,0.91827831160221
6000,1,240928817,241555505,1343,105,7736,1.5775,0.057343,RGS7,1.0,0.91827831160221
23476,19,15338301,15478354,69,4,7748,1.5769,0.057409,BRD4,1.0,0.91827831160221
26038,1,6151847,6275194,217,25,7242,1.5767,0.057429,CHD5,1.0,0.91827831160221
118424,1,1179292,1244234,24,4,6759,1.5763,0.057482,UBE2J2,1.0,0.91827831160221
133491,5,173381162,173443143,158,12,7615,1.5758,0.057539,C5orf47,1.0,0.91827831160221
387911,13,24455238,24506145,144,15,7678,1.5757,0.057547,C1QTNF9B,1.0,0.91827831160221
54541,10,73998677,74045797,36,1,7604,1.575,0.057633,DDIT4,1.0,0.91827831160221
730112,9,35551827,35598896,46,6,7922,1.5749,0.057642,FAM166B,1.0,0.91827831160221
93081,13,103408460,103461168,63,7,7555,1.5748,0.057654,TEX30,1.0,0.91827831160221
8739,12,117288225,117354232,89,10,7294,1.5746,0.057676,HRK,1.0,0.91827831160221
100101267,7,75036060,75150565,22,3,6825,1.5746,0.057678,POM121C,1.0,0.91827831160221
56971,19,45139724,45197631,68,10,7687,1.5735,0.057803,CEACAM19,1.0,0.91827831160221
115548,5,72216808,72396349,220,10,8042,1.5733,0.057822,FCHO2,1.0,0.91827831160221
23178,2,242035514,242124394,227,18,7450,1.573,0.057862,PASK,1.0,0.91827831160221
54858,19,18416397,18490763,110,15,7475,1.5725,0.057917,PGPEP1,1.0,0.91827831160221
64783,1,110846945,110899303,133,13,7906,1.5714,0.058044,RBM15,1.0,0.91827831160221
3441,9,21176617,21222598,155,7,7177,1.5706,0.058134,IFNA4,1.0,0.91827831160221
147111,17,79900383,79954057,4,1,6521,1.5696,0.058251,NOTUM,1.0,0.91827831160221
128866,20,32364110,32452173,76,10,7693,1.5689,0.058332,CHMP4B,1.0,0.91827831160221
125931,19,45000211,45068548,149,25,7615,1.5689,0.058333,CEACAM20,1.0,0.91827831160221
121506,12,15056961,15126463,170,11,7894,1.5685,0.058379,ERP27,1.0,0.91827831160221
7511,10,111614524,111718311,127,8,7684,1.5681,0.05843,XPNPEP1,1.0,0.91827831160221
10978,11,57390216,57439337,51,5,7493,1.568,0.058436,CLP1,1.0,0.91827831160221
80705,2,99603724,99806187,258,5,7902,1.5678,0.058461,TSGA10,1.0,0.91827831160221
83442,1,26571213,26618013,127,10,7552,1.5656,0.058717,SH3BGRL3,1.0,0.91827831160221
51390,6,143346979,143671441,330,27,7485,1.5654,0.058747,AIG1,1.0,0.91827831160221
92610,4,113186782,113242059,58,5,7032,1.5649,0.058805,TIFA,1.0,0.91827831160221
8745,2,207273268,207495854,278,23,8014,1.5643,0.05887,ADAM23,1.0,0.91827831160221
163049,19,12686732,12750676,63,2,6896,1.5642,0.058882,ZNF791,1.0,0.91827831160221
84167,19,16572187,16642180,121,9,8052,1.5637,0.058939,C19orf44,1.0,0.91827831160221
5232,6,49743364,49790053,84,12,7947,1.5636,0.058957,PGK2,1.0,0.91827831160221
65123,1,153665526,153756555,97,8,7507,1.5633,0.05899,INTS3,1.0,0.91827831160221
8871,6,158367888,158530208,458,39,7804,1.5633,0.058996,SYNJ2,1.0,0.91827831160221
81847,6,127552827,127619707,68,5,7883,1.5617,0.059175,RNF146,1.0,0.91827831160221
154,5,148171156,148264628,143,19,7331,1.5616,0.059197,ADRB2,1.0,0.91827831160221
148213,19,23911997,23976693,73,8,7289,1.5615,0.0592,ZNF681,1.0,0.91827831160221
752,17,43264192,43334685,60,9,7282,1.5611,0.059248,FMNL1,1.0,0.91827831160221
493753,2,99205786,99259981,64,3,8010,1.5606,0.059308,COA5,1.0,0.91827831160221
374378,11,11282421,11678561,1318,120,7681,1.5596,0.059426,GALNT18,1.0,0.91827831160221
11249,2,139416727,139572811,248,27,7937,1.5586,0.059542,NXPH2,1.0,0.91827831160221
79968,15,44084112,44170617,86,4,7932,1.5585,0.059558,WDR76,1.0,0.91827831160221
10169,15,44034294,44098287,59,4,7506,1.5569,0.059745,SERF2,1.0,0.91827831160221
672,17,41186312,41312500,198,2,8055,1.5564,0.059806,BRCA1,1.0,0.91827831160221
2160,4,187152099,187220835,177,18,7832,1.5559,0.059863,F11,1.0,0.91827831160221
11226,12,51735654,51820739,132,23,7599,1.555,0.059971,GALNT6,1.0,0.91827831160221
8743,3,172213298,172276297,194,21,7828,1.5543,0.060054,TNFSF10,1.0,0.91827831160221
9806,10,73808792,73883790,117,9,7557,1.5543,0.060054,SPOCK2,1.0,0.91827831160221
3447,9,21357371,21403075,62,6,7611,1.5542,0.060065,IFNA13,1.0,0.91827831160221
55626,11,46407962,46650619,100,3,7902,1.5539,0.060101,AMBRA1,1.0,0.91827831160221
22983,19,12914259,12995766,65,3,7222,1.5538,0.060116,MAST1,1.0,0.91827831160221
5881,17,79954532,80002080,32,2,7692,1.5536,0.060135,RAC3,1.0,0.91827831160221
55625,16,84998066,85080141,269,16,7630,1.5532,0.060188,ZDHHC7,1.0,0.91827831160221
90379,19,14028319,14082256,15,5,6973,1.5528,0.060238,DCAF15,1.0,0.91827831160221
23478,15,85202768,85294691,139,13,7878,1.5526,0.060258,SEC11A,1.0,0.91827831160221
30000,19,12800008,12869838,4,2,6810,1.5516,0.060384,TNPO2,1.0,0.91827831160221
1236,17,38700021,38756736,20,3,7080,1.551,0.060454,CCR7,1.0,0.91827831160221
51324,15,65245363,65317251,63,2,7608,1.5506,0.060503,SPG21,1.0,0.91827831160221
9887,1,183406506,183533328,102,11,7961,1.5504,0.060521,SMG7,1.0,0.91827831160221
54970,11,113150251,113254345,176,22,7751,1.5504,0.060526,TTC12,1.0,0.91827831160221
149465,1,43603001,43730029,241,16,7726,1.5498,0.060593,CFAP57,1.0,0.91827831160221
129807,2,242714920,242768742,17,2,6389,1.549,0.060685,NEU4,1.0,0.91827831160221
100529239,6,34244971,34428902,212,5,7380,1.5486,0.060737,RPS10-NUDT3,1.0,0.91827831160221
55752,4,77835895,77971307,222,17,7740,1.5481,0.060801,SEPT11,1.0,0.91827831160221
124402,16,4648884,4699927,60,2,7720,1.5472,0.060905,UBALD1,1.0,0.91827831160221
25794,17,79446022,79514156,144,12,7064,1.5466,0.060976,FSCN2,1.0,0.91827831160221
26737,9,125388995,125434927,51,8,7478,1.546,0.061054,OR1L1,1.0,0.91827831160221
9465,6,131421826,131614675,342,33,7693,1.5447,0.06121,AKAP7,1.0,0.91827831160221
3038,16,69104467,69162622,49,7,7800,1.5438,0.061318,HAS3,1.0,0.91827831160221
6434,3,185622356,185690924,132,17,7674,1.5437,0.06133,TRA2B,1.0,0.91827831160221
80206,18,33842677,34370019,922,66,7846,1.5436,0.06134,FHOD3,1.0,0.91827831160221
9909,1,153891977,153954162,55,3,7982,1.543,0.06142,DENND4B,1.0,0.91827831160221
84923,17,71193492,71263533,172,5,8011,1.5422,0.061511,FAM104A,1.0,0.91827831160221
4814,9,95873771,95931570,101,14,7265,1.542,0.061533,NINJ1,1.0,0.91827831160221
2771,3,50229120,50306786,36,6,6880,1.5416,0.061586,GNAI2,1.0,0.91827831160221
55028,17,71193372,71255098,167,5,8040,1.5414,0.061607,C17orf80,1.0,0.91827831160221
3601,10,5984334,6055150,169,30,7756,1.5414,0.061607,IL15RA,1.0,0.91827831160221
148327,1,153905315,153956840,40,3,7880,1.5411,0.061642,CREB3L4,1.0,0.91827831160221
2764,14,54931202,54990785,44,3,7980,1.5402,0.06175,GMFB,1.0,0.91827831160221
25764,15,44057619,44104787,43,4,7548,1.5394,0.061848,HYPK,1.0,0.91827831160221
84524,2,112963439,113047664,83,7,7865,1.5378,0.06205,ZC3H8,1.0,0.91827831160221
119180,10,30890708,30953647,185,20,8029,1.5378,0.062053,LYZL2,1.0,0.91827831160221
9313,11,102437566,102531063,430,27,7897,1.5371,0.062133,MMP20,1.0,0.91827831160221
54993,15,85109249,85176947,107,12,7680,1.5371,0.062134,ZSCAN2,1.0,0.91827831160221
58512,1,35321037,35426083,47,12,6955,1.5368,0.062166,DLGAP3,1.0,0.91827831160221
124944,17,6883056,6930843,89,8,7638,1.5367,0.06218,C17orf49,1.0,0.91827831160221
2923,15,44003326,44074804,61,4,7486,1.5364,0.062223,PDIA3,1.0,0.91827831160221
5740,20,48110411,48219707,103,14,7846,1.5359,0.062283,PTGIS,1.0,0.91827831160221
3543,22,23905312,23957619,32,8,7323,1.5357,0.06231,IGLL1,1.0,0.91827831160221
51710,19,12348059,12440714,190,7,8117,1.5353,0.062358,ZNF44,1.0,0.91827831160221
4616,19,2441123,2488257,54,10,6743,1.5349,0.062398,GADD45B,1.0,0.91827831160221
7318,3,49832638,49886391,53,6,7907,1.5345,0.062451,UBA7,1.0,0.91827831160221
389118,3,49818165,49872254,57,6,7917,1.5344,0.06246,CDHR4,1.0,0.91827831160221
10128,2,44103363,44258144,389,17,7464,1.5341,0.062505,LRPPRC,1.0,0.91827831160221
57404,2,204068164,204180563,59,4,7404,1.533,0.06264,CYP20A1,1.0,0.91827831160221
64748,19,11431062,11486374,29,6,6945,1.5326,0.062691,LPPR2,1.0,0.91827831160221
2869,10,120932197,121225131,505,38,7710,1.5325,0.062699,GRK5,1.0,0.91827831160221
4678,1,46014660,46094578,99,6,7844,1.531,0.062889,NASP,1.0,0.91827831160221
401720,12,52201676,52277364,126,22,7146,1.5307,0.062926,FIGNL2,1.0,0.91827831160221
23053,10,75510334,75571556,41,4,7292,1.5306,0.06293,ZSWIM8,1.0,0.91827831160221
51043,1,154940106,155001001,20,4,7016,1.5292,0.063106,ZBTB7B,1.0,0.91827831160221
344758,3,154045461,154182504,216,20,7779,1.5291,0.063115,GPR149,1.0,0.91827831160221
7593,19,59063284,59120757,37,5,7587,1.5286,0.063176,MZF1,1.0,0.91827831160221
4722,11,47565562,47616115,36,6,7387,1.5284,0.063212,NDUFS3,1.0,0.91827831160221
10209,17,39810127,39857898,7,2,7038,1.528,0.063257,EIF1,1.0,0.91827831160221
146562,16,4749289,4809397,98,3,7701,1.5276,0.063303,C16orf71,1.0,0.91827831160221
6890,6,32802986,32856748,76,13,7066,1.5271,0.06337,TAP1,1.0,0.91827831160221
7978,7,91492021,91545016,83,5,7864,1.5261,0.063492,MTERF1,1.0,0.91827831160221
25804,19,18407040,18469001,104,13,7599,1.5256,0.063555,LSM4,1.0,0.91827831160221
55275,17,401908,653096,474,24,7671,1.5256,0.063556,VPS53,1.0,0.91827831160221
339976,4,189025598,189078649,192,23,7190,1.5253,0.063592,TRIML1,1.0,0.91827831160221
285231,3,48378709,48446190,87,5,7556,1.5248,0.06365,FBXW12,1.0,0.91827831160221
64926,19,15552435,15610382,52,8,6776,1.5246,0.063681,RASAL3,1.0,0.91827831160221
90416,15,40814083,40892252,186,10,7727,1.5234,0.063832,C15orf57,1.0,0.91827831160221
10561,1,79080477,79139763,75,11,7880,1.5233,0.063844,IFI44,1.0,0.91827831160221
155382,7,73047174,73096440,56,8,7218,1.5228,0.063905,VPS37D,1.0,0.91827831160221
4185,17,42801405,42869214,98,11,7997,1.5226,0.063926,ADAM11,1.0,0.91827831160221
8291,2,71645347,71923895,550,63,7453,1.5224,0.063958,DYSF,1.0,0.91827831160221
8386,17,2955963,3001901,31,4,7550,1.5223,0.063962,OR1D5,1.0,0.91827831160221
2116,19,36097647,36146007,57,8,7484,1.5216,0.064053,ETV2,1.0,0.91827831160221
219833,11,128759460,128811126,102,13,7471,1.5215,0.064062,C11orf45,1.0,0.91827831160221
1036,5,115130430,115187405,33,5,7401,1.5211,0.064119,CDO1,1.0,0.91827831160221
55011,19,49939550,49990266,72,7,6966,1.5206,0.064184,PIH1D1,1.0,0.91827831160221
23519,12,48831448,48876843,122,11,7631,1.5205,0.06419,ANP32D,1.0,0.91827831160221
1043,1,26609411,26657014,134,11,7456,1.5197,0.064295,CD52,1.0,0.91827831160221
80271,19,41187885,41256765,93,9,7789,1.5189,0.064393,ITPKC,1.0,0.91827831160221
5194,2,61209812,61289125,93,11,7943,1.5186,0.064429,PEX13,1.0,0.91827831160221
4650,19,17151591,17334104,462,40,7512,1.5184,0.064456,MYO9B,1.0,0.91827831160221
79934,19,41187434,41257790,96,9,7762,1.5181,0.064498,ADCK4,1.0,0.91827831160221
9844,7,36882511,37523895,1182,81,7751,1.5169,0.064648,ELMO1,1.0,0.91827831160221
50636,2,242092924,242174791,153,18,7316,1.5166,0.064688,ANO7,1.0,0.91827831160221
342346,16,4571330,4660435,97,7,7493,1.5162,0.064739,C16orf96,1.0,0.91827831160221
4501,16,56681382,56728108,153,19,7516,1.5158,0.064787,MT1X,1.0,0.91827831160221
57704,9,35726863,35784925,47,8,7931,1.5153,0.064851,GBA2,1.0,0.91827831160221
92703,1,202941520,203003976,63,8,7542,1.5152,0.064859,TMEM183A,1.0,0.91827831160221
85508,20,632240,691823,86,13,7208,1.515,0.064882,SCRT2,1.0,0.91827831160221
729233,13,57686622,57734643,50,7,7519,1.5142,0.064989,PRR20B,1.0,0.91827831160221
84437,11,105868629,105927981,96,10,7982,1.5124,0.065222,MSANTD4,1.0,0.91827831160221
9793,11,46755084,46902859,142,9,7561,1.5123,0.065231,CKAP5,1.0,0.91827831160221
9895,14,102794300,102978818,213,15,7645,1.5122,0.065237,TECPR2,1.0,0.91827831160221
6341,17,10573649,10635885,116,2,7915,1.512,0.065266,SCO1,1.0,0.91827831160221
55729,12,14483566,14665864,221,9,8075,1.5119,0.065284,ATF7IP,1.0,0.91827831160221
147968,19,39210832,39270114,142,12,7196,1.5115,0.06533,CAPN12,1.0,0.91827831160221
388591,1,6231189,6291359,38,7,7389,1.5114,0.065339,RNF207,1.0,0.91827831160221
54360,4,5006313,5056197,84,11,7319,1.5114,0.065344,CYTL1,1.0,0.91827831160221
9836,15,43609974,43657820,79,5,7323,1.5114,0.065348,LCMT2,1.0,0.91827831160221
5698,6,32786927,32837628,142,24,7000,1.5108,0.065425,PSMB9,1.0,0.91827831160221
9649,9,129642053,129995445,380,10,7700,1.5107,0.065438,RALGPS1,1.0,0.91827831160221
121273,12,48841283,48900297,177,14,7592,1.5103,0.065485,C12orf54,1.0,0.91827831160221
92675,20,18533556,18754561,579,15,8044,1.5087,0.065687,DTD1,1.0,0.91827831160221
80237,15,44054798,44104502,46,4,7530,1.5084,0.065729,ELL3,1.0,0.91827831160221
1677,1,3738845,3811993,256,16,7547,1.508,0.065781,DFFB,1.0,0.91827831160221
84314,17,8066296,8114723,63,6,7480,1.5077,0.065818,TMEM107,1.0,0.91827831160221
7494,22,29180548,29231560,88,6,7847,1.5071,0.065891,XBP1,1.0,0.91827831160221
442590,7,74660028,75143628,19,3,6904,1.5069,0.065913,SPDYE5,1.0,0.91827831160221
80339,22,44284619,44353451,211,26,7763,1.5064,0.065984,PNPLA3,1.0,0.91827831160221
