GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,symbol,P_bonf,P_fdr
55738,20,61869137,61931145,154,15,7143,1.8643,0.031139,ARFGAP1,1.0,0.921464544469615
81551,8,27083814,27151382,133,15,7815,1.8642,0.031148,STMN4,1.0,0.921464544469615
79887,12,14646597,14755791,86,9,7690,1.8639,0.031165,PLBD1,1.0,0.921464544469615
284184,17,79178039,79225098,59,5,7125,1.8634,0.031201,C17orf89,1.0,0.921464544469615
5719,11,201808,262984,223,16,8008,1.8633,0.031207,PSMD13,1.0,0.921464544469615
1814,3,113837499,113953254,188,20,7728,1.8627,0.031252,DRD3,1.0,0.921464544469615
376497,19,17546300,17626977,158,17,6777,1.8626,0.031261,SLC27A1,1.0,0.921464544469615
3955,7,2517163,2578811,81,11,6962,1.8622,0.031287,LFNG,1.0,0.921464544469615
389058,2,171536857,171584498,103,13,7843,1.8601,0.031434,SP5,1.0,0.921464544469615
374569,14,104517019,104589100,107,15,7025,1.8575,0.031623,ASPG,1.0,0.921464544469615
23178,2,242035514,242124394,227,18,7450,1.8572,0.031642,PASK,1.0,0.921464544469615
286133,8,27717399,27885369,462,41,7696,1.8563,0.031706,SCARA5,1.0,0.921464544469615
91942,5,60205956,60458864,379,11,8078,1.8557,0.03175,NDUFAF2,1.0,0.921464544469615
646450,3,48945221,48991818,28,3,7480,1.8547,0.031823,ARIH2OS,1.0,0.921464544469615
5152,21,44038862,44205619,424,39,7472,1.8545,0.031834,PDE9A,1.0,0.921464544469615
140893,20,60975293,61037629,212,25,7633,1.8528,0.031955,RBBP8NL,1.0,0.921464544469615
5478,7,44801241,44852716,82,8,7611,1.8522,0.031997,PPIA,1.0,0.921464544469615
140691,15,44993314,45070027,111,6,7874,1.8522,0.032,TRIM69,1.0,0.921464544469615
93621,4,6606818,6654472,76,13,7060,1.85,0.032157,MRFAP1,1.0,0.921464544469615
7425,7,100795790,100845862,85,9,7327,1.8496,0.032183,VGF,1.0,0.921464544469615
55181,17,57252371,57302611,62,4,8062,1.849,0.032227,SMG8,1.0,0.921464544469615
27329,1,63028158,63081976,39,2,8219,1.8487,0.032253,ANGPTL3,1.0,0.921464544469615
26232,1,11697924,11749888,43,12,6872,1.8475,0.032336,FBXO2,1.0,0.921464544469615
9844,7,36882511,37523895,1182,81,7751,1.8456,0.032478,ELMO1,1.0,0.921464544469615
79085,19,6426092,6495232,38,8,6682,1.8453,0.032493,SLC25A23,1.0,0.921464544469615
375607,7,100803774,100858557,80,10,7263,1.8451,0.032512,NAT16,1.0,0.921464544469615
100128905,2,174855014,174901886,80,8,7705,1.8442,0.032573,LOC100128905,1.0,0.921464544469615
57535,1,109621585,109759403,217,21,7800,1.8435,0.03263,KIAA1324,1.0,0.921464544469615
8749,8,39407087,39597583,275,17,7736,1.8416,0.032764,ADAM18,1.0,0.921464544469615
160762,12,111249757,111355339,163,17,7641,1.8409,0.03282,CCDC63,1.0,0.921464544469615
3741,12,5118085,5165954,131,23,7775,1.8394,0.032928,KCNA5,1.0,0.921464544469615
11180,3,49009637,49063386,20,2,7825,1.8387,0.032978,WDR6,1.0,0.921464544469615
22895,12,113194343,113346686,179,20,7600,1.8387,0.03298,RPH3A,1.0,0.921464544469615
57464,7,129039274,129138240,128,10,8099,1.8385,0.032997,STRIP2,1.0,0.921464544469615
23033,6,83742385,83891069,119,4,8054,1.8383,0.033006,DOPEY1,1.0,0.921464544469615
55703,12,106716436,106913976,316,10,8125,1.8371,0.033101,POLR3B,1.0,0.921464544469615
401498,9,32748497,32799199,84,7,8014,1.8366,0.033133,TMEM215,1.0,0.921464544469615
2776,9,80325189,80681219,413,14,7613,1.8363,0.033154,GNAQ,1.0,0.921464544469615
51199,14,51176481,51332839,283,31,7645,1.8356,0.033206,NIN,1.0,0.921464544469615
859,3,8740486,8798451,125,21,7303,1.8351,0.033246,CAV3,1.0,0.921464544469615
8482,15,74691630,74761299,72,7,7184,1.8341,0.033319,SEMA7A,1.0,0.921464544469615
55954,22,30116945,30198000,165,12,7784,1.8341,0.033321,ZMAT5,1.0,0.921464544469615
5801,12,71021853,71349584,639,55,7676,1.834,0.033325,PTPRR,1.0,0.921464544469615
3565,5,131974678,132028370,52,8,7097,1.8339,0.033335,IL4,1.0,0.921464544469615
8220,22,19107792,19167190,111,18,7546,1.8326,0.033428,DGCR14,1.0,0.921464544469615
10580,10,97061530,97356171,664,51,7797,1.8308,0.033562,SORBS1,1.0,0.921464544469615
9950,14,93225576,93316308,226,11,7961,1.8289,0.033707,GOLGA5,1.0,0.921464544469615
2915,11,88227256,88831846,956,24,7766,1.8269,0.033854,GRM5,1.0,0.921464544469615
100271715,2,39111504,39212590,102,10,7781,1.8251,0.03399,ARHGEF33,1.0,0.921464544469615
2108,15,76498628,76638810,238,14,8032,1.8249,0.03401,ETFA,1.0,0.921464544469615
1123,2,175654042,175905671,198,6,7735,1.8231,0.034146,CHN1,1.0,0.921464544469615
1036,5,115130430,115187405,33,5,7401,1.8203,0.03436,CDO1,1.0,0.921464544469615
2733,9,131231971,131314580,56,1,7700,1.8199,0.034391,GLE1,1.0,0.921464544469615
147945,19,56312944,56403221,239,39,7673,1.8197,0.034401,NLRP4,1.0,0.921464544469615
163115,19,38148650,38218216,91,8,7245,1.8194,0.034429,ZNF781,1.0,0.921464544469615
23613,20,45827994,46020485,211,26,7612,1.8191,0.034451,ZMYND8,1.0,0.921464544469615
56246,21,33629124,33697095,85,10,7659,1.8189,0.03446,MRAP,1.0,0.921464544469615
257218,6,146195943,146320421,137,3,8027,1.8189,0.034467,SHPRH,1.0,0.921464544469615
402635,7,2504772,2551489,96,9,6843,1.8188,0.034469,GRIFIN,1.0,0.921464544469615
1044,5,149511344,149574121,115,16,7755,1.818,0.034528,CDX1,1.0,0.921464544469615
533,1,44405118,44453972,48,5,7195,1.8151,0.034756,ATP6V0B,1.0,0.921464544469615
199857,1,95438279,95573512,261,15,7979,1.8149,0.034771,ALG14,1.0,0.921464544469615
442247,6,112633532,112682498,80,14,7439,1.8148,0.034774,RFPL4B,1.0,0.921464544469615
130916,2,242016509,242076747,161,11,7412,1.8147,0.034789,MTERF4,1.0,0.921464544469615
390437,14,20576895,20622821,73,7,7955,1.8138,0.034858,OR4N5,1.0,0.921464544469615
22955,1,41482871,41742815,471,17,8020,1.8134,0.034889,SCMH1,1.0,0.921464544469615
1758,4,88536454,88595513,123,14,8023,1.8125,0.034952,DMP1,1.0,0.921464544469615
51225,17,47252589,47310587,100,10,7676,1.8124,0.034959,ABI3,1.0,0.921464544469615
515,1,111956467,112014540,100,7,7960,1.8118,0.035008,ATP5F1,1.0,0.921464544469615
56267,1,89391456,89493643,122,11,7726,1.8118,0.035012,CCBL2,1.0,0.921464544469615
136371,7,150862785,150919919,91,14,7499,1.8116,0.035023,ASB10,1.0,0.921464544469615
4125,19,12747322,12812591,18,2,7090,1.8112,0.035058,MAN2B1,1.0,0.921464544469615
390748,16,88919746,88968068,50,3,6754,1.8099,0.035157,PABPN1L,1.0,0.921464544469615
126231,19,38219203,38305230,84,9,7571,1.8095,0.035186,ZNF573,1.0,0.921464544469615
3672,5,52049136,52259485,543,44,7820,1.8094,0.035196,ITGA1,1.0,0.921464544469615
390083,11,5933577,5979524,134,11,7789,1.8092,0.035211,OR56A3,1.0,0.921464544469615
2099,6,151976631,152434409,820,42,7814,1.8088,0.035245,ESR1,1.0,0.921464544469615
3976,22,30626436,30677840,61,13,7617,1.808,0.035302,LIF,1.0,0.921464544469615
221823,7,18056397,18102486,59,10,7499,1.8072,0.035367,PRPS1L1,1.0,0.921464544469615
58493,9,115438786,115515387,117,12,7930,1.807,0.035378,INIP,1.0,0.921464544469615
84684,14,35968248,36016260,35,6,7682,1.8068,0.035394,INSM2,1.0,0.921464544469615
10188,3,195580235,195670880,113,16,7248,1.806,0.035461,TNK2,1.0,0.921464544469615
55630,8,145627798,145677279,64,3,7549,1.8058,0.035476,SLC39A4,1.0,0.921464544469615
83417,1,157533539,157602870,214,10,7979,1.8053,0.035517,FCRL4,1.0,0.921464544469615
25979,17,20995241,21105285,95,9,7642,1.8052,0.035524,DHRS7B,1.0,0.921464544469615
23617,22,19083321,19130136,119,8,8001,1.8034,0.035663,TSSK2,1.0,0.921464544469615
4814,9,95873771,95931570,101,14,7265,1.8032,0.035676,NINJ1,1.0,0.921464544469615
55251,20,62852048,62917583,96,17,7683,1.8031,0.035685,PCMTD2,1.0,0.921464544469615
113179,19,1870371,1923446,74,9,7133,1.8029,0.035705,ADAT3,1.0,0.921464544469615
2313,11,128521430,128693162,363,35,7838,1.8019,0.035777,FLI1,1.0,0.921464544469615
7069,11,77739907,77789403,171,11,7639,1.8016,0.035804,THRSP,1.0,0.921464544469615
25830,22,44210387,44293378,272,16,8053,1.8002,0.035913,SULT4A1,1.0,0.921464544469615
4085,4,120970577,121023013,74,8,7991,1.8002,0.035913,MAD2L1,1.0,0.921464544469615
152789,4,6016661,6237318,333,53,7335,1.8,0.03593,JAKMIP1,1.0,0.921464544469615
5003,11,2899327,2960175,105,22,7110,1.7964,0.036219,SLC22A18AS,1.0,0.921464544469615
2889,9,134442157,134650364,452,23,7926,1.7963,0.036227,RAPGEF1,1.0,0.921464544469615
2533,5,39095354,39305759,350,21,7723,1.7947,0.036347,FYB,1.0,0.921464544469615
132299,4,48877405,48943815,53,5,8016,1.794,0.036405,OCIAD2,1.0,0.921464544469615
9791,8,97239167,97356774,163,15,7944,1.7932,0.036471,PTDSS1,1.0,0.921464544469615
2901,19,42492468,42609278,36,4,7403,1.7919,0.036573,GRIK5,1.0,0.921464544469615
11181,11,118518942,118585381,207,5,8046,1.7919,0.036574,TREH,1.0,0.921464544469615
390078,11,5852186,5898127,230,8,7990,1.7906,0.036677,OR52E6,1.0,0.921464544469615
51160,8,145638984,145688946,67,3,7724,1.7891,0.036796,VPS28,1.0,0.921464544469615
25977,12,8199807,8260373,51,10,7087,1.7853,0.037104,NECAP1,1.0,0.921464544469615
6271,1,153565873,153614513,41,2,6991,1.7834,0.037259,S100A1,1.0,0.921464544469615
152185,3,113151565,113269034,187,11,7887,1.7831,0.037288,SPICE1,1.0,0.921464544469615
55663,19,58950910,59002601,80,7,7669,1.7829,0.0373,ZNF446,1.0,0.921464544469615
26230,6,155281488,155588857,717,64,7400,1.7819,0.037386,TIAM2,1.0,0.921464544469615
59341,12,110210892,110306212,133,18,7683,1.7816,0.037407,TRPV4,1.0,0.921464544469615
10136,1,22293149,22349035,84,6,7068,1.7808,0.03747,CELA3A,1.0,0.921464544469615
84775,19,38177264,38245691,73,6,7189,1.7804,0.037508,ZNF607,1.0,0.921464544469615
84634,19,882342,931015,20,4,7400,1.7797,0.037562,KISS1R,1.0,0.921464544469615
439921,17,74659748,74742056,147,11,7727,1.7788,0.037638,MXRA7,1.0,0.921464544469615
142685,7,123206882,123287951,119,12,8070,1.7787,0.037642,ASB15,1.0,0.921464544469615
1129,7,136518399,136713720,440,29,7805,1.7781,0.037697,CHRM2,1.0,0.921464544469615
23291,5,171278553,171468877,115,3,7603,1.7774,0.037754,FBXW11,1.0,0.921464544469615
401236,6,17067489,17141603,142,15,7811,1.7767,0.037812,STMND1,1.0,0.921464544469615
643664,17,7335504,7396383,131,10,7791,1.7765,0.037822,SLC35G6,1.0,0.921464544469615
55024,4,102676764,103005969,502,22,7794,1.7757,0.037887,BANK1,1.0,0.921464544469615
9265,7,6191407,6347242,106,12,7506,1.7752,0.03793,CYTH3,1.0,0.921464544469615
8932,18,51667971,51786158,187,17,7927,1.7747,0.037977,MBD2,1.0,0.921464544469615
2274,2,105967272,106090230,228,34,7492,1.7746,0.03798,FHL2,1.0,0.921464544469615
81545,5,147728498,147832399,82,2,7644,1.7728,0.038129,FBXO38,1.0,0.921464544469615
53944,15,64447716,64700968,207,7,7331,1.7714,0.038247,CSNK1G1,1.0,0.921464544469615
83998,1,120326641,120389203,120,8,7868,1.7713,0.038252,REG4,1.0,0.921464544469615
583,16,56494301,56589008,149,23,7706,1.7701,0.038358,BBS2,1.0,0.921464544469615
285643,5,154358260,154407685,60,9,7862,1.7698,0.03838,KIF4B,1.0,0.921464544469615
81926,19,1866975,1920518,75,9,7143,1.7694,0.038412,ABHD17A,1.0,0.921464544469615
1958,5,137766181,137815004,67,8,7836,1.7691,0.038435,EGR1,1.0,0.921464544469615
148003,19,40111558,40161287,100,6,7599,1.768,0.038532,LGALS16,1.0,0.921464544469615
93474,1,247187940,247277115,304,15,7921,1.7679,0.038539,ZNF670,1.0,0.921464544469615
219621,10,63387709,63536524,303,15,7628,1.7675,0.038576,C10orf107,1.0,0.921464544469615
326340,4,48457269,48506406,78,6,7902,1.7658,0.038718,ZAR1,1.0,0.921464544469615
84310,7,1026623,1212911,618,17,7935,1.7645,0.03882,C7orf50,1.0,0.921464544469615
4045,3,115511210,116199385,1174,59,7936,1.7644,0.038829,LSAMP,1.0,0.921464544469615
54838,10,104468727,104586022,204,16,7782,1.7639,0.03887,WBP1L,1.0,0.921464544469615
11278,13,74250149,74743400,942,81,7750,1.7638,0.038882,KLF12,1.0,0.921464544469615
85440,1,62910397,63189039,259,4,8102,1.7635,0.038906,DOCK7,1.0,0.921464544469615
9556,14,104368625,104422903,63,6,7726,1.7635,0.03891,C14orf2,1.0,0.921464544469615
389289,5,43029182,43075447,49,6,7635,1.7633,0.038925,ANXA2R,1.0,0.921464544469615
100507050,11,74916950,74964749,10,3,7218,1.7631,0.03894,TPBGL,1.0,0.921464544469615
2737,7,41990547,42312469,691,60,7773,1.763,0.038952,GLI3,1.0,0.921464544469615
259230,10,52055345,52418737,688,27,8044,1.7629,0.038954,SGMS1,1.0,0.921464544469615
9833,9,36537859,36687680,172,3,8050,1.7628,0.038966,MELK,1.0,0.921464544469615
55611,11,63718325,63775892,61,1,7720,1.7605,0.039163,OTUB1,1.0,0.921464544469615
205860,4,189002427,189065416,208,26,7140,1.7591,0.039278,TRIML2,1.0,0.921464544469615
719,12,8200919,8253955,46,9,7110,1.7587,0.039311,C3AR1,1.0,0.921464544469615
8509,10,75551669,75606589,52,4,7573,1.7581,0.039362,NDST2,1.0,0.921464544469615
29924,19,56151561,56217141,77,9,7725,1.758,0.039375,EPN1,1.0,0.921464544469615
2172,5,159579374,159675729,300,16,7649,1.758,0.039376,FABP6,1.0,0.921464544469615
83862,7,75606155,75658992,70,8,7746,1.7573,0.039437,TMEM120A,1.0,0.921464544469615
160140,11,108169012,108373258,243,8,7961,1.7567,0.039488,C11orf65,1.0,0.921464544469615
221491,6,34204157,34251904,59,5,7339,1.7552,0.039611,C6orf1,1.0,0.921464544469615
51101,8,79543282,79642000,173,8,7749,1.7534,0.039763,ZC2HC1A,1.0,0.921464544469615
9679,10,126297861,126467930,211,18,7662,1.7531,0.039794,FAM53B,1.0,0.921464544469615
1622,2,120089504,120140122,144,11,7916,1.7518,0.039901,DBI,1.0,0.921464544469615
387775,11,63022372,63089246,83,4,7961,1.7511,0.039967,SLC22A10,1.0,0.921464544469615
25796,19,17587278,17642097,88,10,7012,1.7511,0.039967,PGLS,1.0,0.921464544469615
1414,22,26985362,27048991,131,17,7807,1.7509,0.039982,CRYBB1,1.0,0.921464544469615
5568,9,71617426,71670600,97,15,7504,1.7496,0.040092,PRKACG,1.0,0.921464544469615
112574,5,53778589,53852416,282,17,7977,1.7494,0.040113,SNX18,1.0,0.921464544469615
23408,6,13539506,13625390,85,10,7747,1.7493,0.040118,SIRT5,1.0,0.921464544469615
140576,1,153569362,153620514,47,2,7133,1.7488,0.040158,S100A16,1.0,0.921464544469615
23085,12,1065404,1615099,901,22,7743,1.748,0.040236,ERC1,1.0,0.921464544469615
399,4,40157631,40256384,160,31,7215,1.7477,0.040259,RHOH,1.0,0.921464544469615
6721,22,42194083,42313312,176,16,7964,1.7463,0.040376,SREBF2,1.0,0.921464544469615
1351,11,63707079,63754015,54,1,7688,1.7462,0.040392,COX8A,1.0,0.921464544469615
2615,11,76358568,76416990,123,17,7630,1.7461,0.040394,LRRC32,1.0,0.921464544469615
1802,1,44400653,44449043,48,5,7213,1.7458,0.040419,DPH2,1.0,0.921464544469615
285231,3,48378709,48446190,87,5,7556,1.7436,0.040611,FBXW12,1.0,0.921464544469615
51123,8,102199266,102253292,42,3,7966,1.7434,0.040633,ZNF706,1.0,0.921464544469615
80343,20,13819635,14010979,344,25,8086,1.7424,0.040715,SEL1L2,1.0,0.921464544469615
5309,10,103979946,104036231,54,5,7863,1.7422,0.040733,PITX3,1.0,0.921464544469615
51308,5,137739690,137792658,88,9,7856,1.7416,0.040793,REEP2,1.0,0.921464544469615
9313,11,102437566,102531063,430,27,7897,1.7414,0.040803,MMP20,1.0,0.921464544469615
6049,13,26776894,26831686,108,8,7942,1.7406,0.040877,RNF6,1.0,0.921464544469615
23225,3,13347730,13496819,373,10,8078,1.7401,0.040918,NUP210,1.0,0.921464544469615
6297,14,21979231,22040337,162,25,7134,1.7387,0.041045,SALL2,1.0,0.921464544469615
152687,4,18227,98099,44,4,7671,1.7382,0.041091,ZNF595,1.0,0.921464544469615
79888,5,1451542,1560644,224,35,7402,1.738,0.041103,LPCAT1,1.0,0.921464544469615
646799,13,32867908,32921091,91,9,7994,1.7379,0.041115,ZAR1L,1.0,0.921464544469615
388121,15,51338798,51432473,140,13,8118,1.7362,0.041262,TNFAIP8L3,1.0,0.921464544469615
57412,10,104594183,104671656,175,12,8155,1.7353,0.041343,AS3MT,1.0,0.921464544469615
4796,8,145644163,145704871,68,4,7754,1.7351,0.041362,TONSL,1.0,0.921464544469615
57402,1,153576731,153623808,49,2,7162,1.7343,0.041436,S100A14,1.0,0.921464544469615
8884,2,27412455,27470175,59,4,8012,1.7338,0.041479,SLC5A6,1.0,0.921464544469615
116449,4,10481838,10721386,648,29,7850,1.7336,0.041492,CLNK,1.0,0.921464544469615
144699,12,1665159,1738331,30,7,6716,1.7332,0.041527,FBXL14,1.0,0.921464544469615
57369,15,35034642,35081782,151,17,7801,1.7319,0.041645,GJD2,1.0,0.921464544469615
285848,6,36175945,36286372,144,26,7561,1.7315,0.041685,PNPLA1,1.0,0.921464544469615
64778,3,171722418,172128493,683,66,7541,1.731,0.041725,FNDC3B,1.0,0.921464544469615
255394,12,106661570,106751365,164,17,8038,1.7308,0.041739,TCP11L2,1.0,0.921464544469615
5663,14,73568143,73700399,177,14,8038,1.7294,0.041869,PSEN1,1.0,0.921464544469615
25921,11,57400223,57478659,77,7,7488,1.729,0.041906,ZDHHC5,1.0,0.921464544469615
220047,11,85531144,85641064,193,8,8009,1.7286,0.041943,CCDC83,1.0,0.921464544469615
84457,10,60901348,61017815,86,2,7998,1.7282,0.04198,PHYHIPL,1.0,0.921464544469615
2542,11,118885061,118936616,73,8,7877,1.7269,0.04209,SLC37A4,1.0,0.921464544469615
399474,1,29435937,29485421,84,10,7574,1.7263,0.042144,TMEM200B,1.0,0.921464544469615
56979,5,23472724,23538706,42,8,7206,1.7258,0.042191,PRDM9,1.0,0.921464544469615
735,5,39274377,39399655,185,17,7886,1.7246,0.042297,C9,1.0,0.921464544469615
275,3,49444211,49495111,51,5,8073,1.7227,0.042474,AMT,1.0,0.921464544469615
6744,2,182721472,182805465,5,2,6864,1.7221,0.042528,SSFA2,1.0,0.921464544469615
53919,12,20813289,20916320,220,15,7661,1.722,0.042532,SLCO1C1,1.0,0.921464544469615
134285,5,72375286,72437765,113,15,7752,1.7219,0.042541,TMEM171,1.0,0.921464544469615
4312,11,102650641,102703966,158,24,7792,1.7218,0.042557,MMP1,1.0,0.921464544469615
26097,1,153571458,153628782,51,2,7211,1.7217,0.042559,CHTOP,1.0,0.921464544469615
29894,8,145608446,145669733,76,4,7433,1.7204,0.042684,CPSF1,1.0,0.921464544469615
5007,11,59331871,59418617,48,3,7614,1.7196,0.04275,OSBP,1.0,0.921464544469615
392843,7,150877960,150927611,87,13,7751,1.7188,0.042826,IQCA1L,1.0,0.921464544469615
223075,7,31518685,31708334,468,25,7903,1.718,0.042899,CCDC129,1.0,0.921464544469615
79058,17,79900426,79985282,6,2,6537,1.716,0.043085,ASPSCR1,1.0,0.921464544469615
390201,11,59470389,59516318,71,4,8056,1.7153,0.043148,OR10V1,1.0,0.921464544469615
387,3,49386569,49484526,112,6,8126,1.7149,0.043185,RHOA,1.0,0.921464544469615
283446,12,109791439,109896176,306,14,7947,1.7141,0.043256,MYO1H,1.0,0.921464544469615
1997,13,41496055,41670544,206,11,7580,1.714,0.043263,ELF1,1.0,0.921464544469615
2532,1,159138803,159186290,76,13,7667,1.7135,0.043315,ACKR1,1.0,0.921464544469615
4883,5,32675284,32801830,247,27,7845,1.7131,0.043343,NPR3,1.0,0.921464544469615
51057,2,63338518,63850867,738,16,7988,1.7127,0.043385,WDPCP,1.0,0.921464544469615
27146,4,17623696,17818135,324,11,7807,1.7125,0.043401,FAM184B,1.0,0.921464544469615
4047,21,47598360,47683738,223,19,7889,1.7125,0.043402,LSS,1.0,0.921464544469615
284427,19,6416048,6468790,31,5,6755,1.7117,0.043479,SLC25A41,1.0,0.921464544469615
10861,4,962861,1022228,99,13,7279,1.7099,0.043638,SLC26A1,1.0,0.921464544469615
11005,5,147408535,147526925,308,9,7946,1.7099,0.043645,SPINK5,1.0,0.921464544469615
10452,19,45359477,45416946,132,16,7472,1.7084,0.04378,TOMM40,1.0,0.921464544469615
2335,2,216215177,216335890,253,19,7508,1.7081,0.043812,FN1,1.0,0.921464544469615
3158,1,120280619,120346555,161,12,7970,1.7077,0.043843,HMGCS2,1.0,0.921464544469615
64763,19,42544057,42595719,18,2,7516,1.7069,0.043923,ZNF574,1.0,0.921464544469615
7031,21,43772391,43821644,136,25,7569,1.7068,0.043925,TFF1,1.0,0.921464544469615
10276,10,5419514,5511019,197,10,7853,1.7066,0.043948,NET1,1.0,0.921464544469615
65987,11,77716761,77792237,239,16,7574,1.7064,0.043969,KCTD14,1.0,0.921464544469615
51276,19,38045155,38120673,85,8,7464,1.7059,0.044015,ZNF571,1.0,0.921464544469615
27332,2,71468729,71672191,401,16,7867,1.7054,0.044062,ZNF638,1.0,0.921464544469615
84287,10,99170900,99227127,72,11,7773,1.7051,0.044087,ZDHHC16,1.0,0.921464544469615
2185,8,27133999,27326908,402,19,7953,1.7051,0.044092,PTK2B,1.0,0.921464544469615
79369,12,122653228,122702677,68,9,7659,1.704,0.044186,B3GNT4,1.0,0.921464544469615
348235,17,57177308,57267800,80,7,7990,1.7027,0.04431,SKA2,1.0,0.921464544469615
85441,20,62179439,62240592,112,12,7265,1.7025,0.044333,HELZ2,1.0,0.921464544469615
1136,15,78875394,78948637,110,9,7239,1.7017,0.044407,CHRNA3,1.0,0.921464544469615
163351,1,89794436,89863719,152,18,7629,1.7,0.044562,GBP6,1.0,0.921464544469615
57396,5,178019664,178089093,165,10,7633,1.6994,0.044621,CLK4,1.0,0.921464544469615
64222,1,179015415,179077158,142,14,8122,1.6982,0.044735,TOR3A,1.0,0.921464544469615
219960,11,57985354,58031390,154,8,7883,1.6981,0.044744,OR10Q1,1.0,0.921464544469615
79019,22,42324531,42378155,113,11,7974,1.6973,0.044818,CENPM,1.0,0.921464544469615
25799,19,58943412,58994945,79,7,7794,1.6973,0.044822,ZNF324,1.0,0.921464544469615
91584,7,131798091,132368447,948,83,7623,1.6973,0.044822,PLXNA4,1.0,0.921464544469615
64215,10,22035477,22327679,130,5,7799,1.6973,0.044824,DNAJC1,1.0,0.921464544469615
200958,3,195381293,195477004,1,1,7674,1.6958,0.04496,MUC20,1.0,0.921464544469615
115861,19,17556234,17606725,101,12,6637,1.6957,0.044969,NXNL1,1.0,0.921464544469615
7511,10,111614524,111718311,127,8,7684,1.6939,0.045144,XPNPEP1,1.0,0.921464544469615
10053,19,10673347,10732991,140,13,7444,1.6923,0.045296,AP1M2,1.0,0.921464544469615
79861,10,5425061,5481793,128,7,7921,1.692,0.045327,TUBAL3,1.0,0.921464544469615
79958,19,6457218,6516798,25,7,6664,1.6912,0.045402,DENND1C,1.0,0.921464544469615
113178,19,1870213,1936012,95,13,7089,1.6908,0.045439,SCAMP4,1.0,0.921464544469615
10975,19,1587154,1640483,19,2,6861,1.6905,0.045469,UQCR11,1.0,0.921464544469615
2188,11,22634079,22682387,41,3,8128,1.6897,0.045544,FANCF,1.0,0.921464544469615
56995,6,158618268,158942860,968,26,7827,1.6894,0.045573,TULP4,1.0,0.921464544469615
219654,10,81132081,81240383,253,30,7559,1.6889,0.045622,ZCCHC24,1.0,0.921464544469615
7857,2,224451658,224502217,49,3,7521,1.6887,0.045636,SCG2,1.0,0.921464544469615
6284,1,153581275,153641582,66,3,7391,1.688,0.045708,S100A13,1.0,0.921464544469615
138804,9,107278534,107324490,97,13,7932,1.6879,0.045711,OR13C4,1.0,0.921464544469615
55752,4,77835895,77971307,222,17,7740,1.6878,0.045726,SEPT11,1.0,0.921464544469615
138046,8,85060453,85844079,980,33,7852,1.6876,0.045739,RALYL,1.0,0.921464544469615
84418,5,139519653,139633374,168,7,7936,1.687,0.045801,CYSTM1,1.0,0.921464544469615
3344,2,48506783,48616434,223,16,7945,1.6865,0.045849,FOXN2,1.0,0.921464544469615
6129,8,74192874,74240869,95,9,7824,1.6844,0.046048,RPL7,1.0,0.921464544469615
7082,15,29982338,30296038,495,39,7814,1.6837,0.046122,TJP1,1.0,0.921464544469615
84669,17,58244551,58504586,30,3,7285,1.6836,0.046126,USP32,1.0,0.921464544469615
359,12,50309524,50362664,62,13,7106,1.6807,0.046409,AQP2,1.0,0.921464544469615
94120,6,159030931,159195908,379,35,7708,1.6807,0.046411,SYTL3,1.0,0.921464544469615
6571,10,118965584,119048941,106,16,7406,1.6805,0.04643,SLC18A2,1.0,0.921464544469615
284186,17,79275070,79339474,83,12,6500,1.6787,0.046602,TMEM105,1.0,0.921464544469615
8200,20,34011149,34061027,69,5,8129,1.6785,0.046627,GDF5,1.0,0.921464544469615
80818,1,23675941,23731357,93,10,7626,1.6781,0.046665,ZNF436,1.0,0.921464544469615
64518,17,15197129,15279958,155,14,7842,1.6777,0.0467,TEKT3,1.0,0.921464544469615
3762,11,128726313,128801060,152,24,7553,1.6777,0.046706,KCNJ5,1.0,0.921464544469615
7278,13,19737910,19790992,188,9,7580,1.6774,0.046728,TUBA3C,1.0,0.921464544469615
2744,2,191710547,191840278,156,11,7502,1.6771,0.046765,GLS,1.0,0.921464544469615
63925,20,44567292,44636560,97,13,7595,1.675,0.046971,ZNF335,1.0,0.921464544469615
84276,3,49449766,49501777,51,5,8060,1.6749,0.046976,NICN1,1.0,0.921464544469615
23232,10,96126956,96306089,188,9,8033,1.6741,0.047057,TBC1D12,1.0,0.921464544469615
84437,11,105868629,105927981,96,10,7982,1.6734,0.047122,MSANTD4,1.0,0.921464544469615
23053,10,75510334,75571556,41,4,7292,1.6733,0.047136,ZSWIM8,1.0,0.921464544469615
153657,5,34804269,34909567,187,23,7884,1.6727,0.047196,TTC23L,1.0,0.921464544469615
4061,8,144064902,144113827,53,3,6969,1.6727,0.047197,LY6E,1.0,0.921464544469615
23557,1,153596130,153644328,53,3,7574,1.6724,0.047218,SNAPIN,1.0,0.921464544469615
55758,1,211397708,211499727,136,11,7817,1.6722,0.047242,RCOR3,1.0,0.921464544469615
7186,9,139741341,139831853,118,3,7694,1.6721,0.047256,TRAF2,1.0,0.921464544469615
120376,11,111134271,111189460,124,11,7917,1.6714,0.047322,COLCA2,1.0,0.921464544469615
83758,12,7266280,7316466,86,12,7502,1.6712,0.047346,RBP5,1.0,0.921464544469615
1060,4,68327989,68446256,287,15,7896,1.6701,0.04745,CENPC,1.0,0.921464544469615
84167,19,16572187,16642180,121,9,8052,1.6684,0.047619,C19orf44,1.0,0.921464544469615
